Reference	LeftContext	Pivot	RightContext
Alexandre, 57	moindres exploits Sont venus à genoux lui demander	de les lois	, Et leur crainte écoutant je ne sais quels oracles, Ils
Alexandre, 57	ont pas cru qu'un dieu pût trouver	de les obstacles	. Mais nous, qui d'un autre oeil jugeons de les
Alexandre, 58	nous, qui d'un autre oeil jugeons	de les conquérants	, Nous savons que les dieux ne sont pas de les tyrans
Alexandre, 58	Nous savons que les dieux ne sont pas	de les tyrans	; Et de quelque façon qu'un esclave le nomme, Le
Alexandre, 61	n'en coûte à son bras l'empire	de les Persans	. Ennemis de le repos qui perdit ces infâmes, L'or
Alexandre, 14	ils signalent leur foi, Que le cri	de les mourants	vient presque jusqu'à moi, On me parle de paix ? Et
Alexandre, 15	ma douleur d'un calme injurieux, Sur	de les objets	de joie on arrête mes yeux ? CLÉOFILE. Madame, voulez
Alexandre, 27	, Alexandre sait mieux ce_qu'on doit à	de les reines	. Souffrez que sa douceur vous oblige à garder Un trône que
Alexandre, 33	chassée ? TAXILE. De les reines et	de les rois	vaincus par sa valeur, Ont laissé par ses soins adoucir leur
Alexandre, 41	il te pare, s'il veut,	de les dépouilles	de les autres. Règne, Porus ni moi n'en serons
Alexandre, 45	. De les traîtres comme toi font souvent	de les ingrats	; Et de quelques faveurs que sa main t'éblouisse, Du
Alexandre, 14	projets Ses yeux comme son bras font partout	de les sujets	. Il sortait de le combat. Ébloui de sa gloire Je
Alexandre, 3	on épargne sa vie, et le sang	de les vaincus	. ALEXANDRE, à Taxile. Seigneur, est -il donc vrai
Alexandre, 6	courroux. Maître de deux États, arbitre	de les siens	mêmes, Allez avec vos voeux offrir trois diadèmes. TAXILE.
Alexandre, 4	tout pour lui ? Si prodigue envers lui	de les fruits	de la victoire, N'en aurai -je pour moi qu'une
Alexandre, 15	Je rends ce_que je dois à l'éclat	de les vertus	Qui tiennent sous vos pieds cent peuples abattus. Les Indiens domptés
Alexandre, 29	aimables tyrans, Ont produit sur mon coeur	de les effets	différents ! Ce grand nom de vainqueur n'est plus ce_qu'il
Alexandre, 34	devaient arrêter que de faibles esprits. Par	de les faits	tout nouveaux, je m'en vais vous apprendre Tout ce_que peut
Alexandre, 35	de la terre, Et vous faire dresser	de les autels	en de les lieux Où leurs sauvages mains en refusent à les
Alexandre, 35	Et vous faire dresser de les autels en	de les lieux	Où leurs sauvages mains en refusent à les dieux. CLÉOFILE.
Alexandre, 6	soin de vos soldats. Mais un reste	de les siens	entourés dans leur fuite, Et de le soldat vainqueur arrêtant la
Alexandre, 2	, seule. N'entendrons -nous jamais que	de les cris	de victoire, Qui de mes ennemis me reprochent la gloire ?
Alexandre, 12	désirs M'est -il en ta présence échappé	de les soupirs	? Mais je voulais encor douter de ta victoire. J'expliquais
Alexandre, 21	moins aimée. Mais que sert de pousser	de les soupirs	superflus, Qui se perdent en l'air et que tu n'
Alexandre, 2	, trouvez -vous quelques charmes À voir couler	de les pleurs	que font verser vos armes ? Ou si vous m'enviez en
Alexandre, 19	champ digne de moi. Lassé de voir	de les rois	vaincus sans résistance, J'appris avec plaisir le bruit de sa
Alexandre, 47	Grèce inondé les frontières ? Avons -nous soulevé	de les nations	entières, Et contre votre gloire excité leur courroux ? Hélas !
Alexandre, 85	? ALEXANDRE. Hé ! De grâce prenez	de les sentiments	plus doux, Aucune trahison ne le souille envers vous. Maître
Alexandre, 94	n'est déjà_que trop rude. L'entretien	de les amants	cherche la solitude. Je ne vous trouble point. AXIANE.
Alexandre, 13	Il faut marcher sans crainte à le milieu	de les alarmes	, Il faut combattre, vaincre, ou périr sous les armes
Alexandre, 14	Porus et sur toi, Et juge qui	de les deux	était digne de moi. Oui, Taxile, mon coeur douteux
Alexandre, 16	les maux de la guerre ; Le punir	de les malheurs	qu'il a pu prévenir, Et de m'avoir forcé moi-même
Alexandre, 20	vôtre. Mais si je le défends,	de les soins	si généreux Retombent sur mon frère et détruisent ses voeux. Tant_que
Alexandre, 31	vos mains Le destin d'Alexandre et celui	de les humains	. Le Malien m'attend prêt à me rendre_hommage. Si_près_de l'
Alexandre, 36	, toujours guerre sur guerre ? Cherchez -vous	de les sujets	au-delà de la terre ? Voulez -vous pour témoins de vos faits
Alexandre, 38	leurs habitants ? Qu'espérez -vous combattre en	de les climats	si rudes ? Ils vous opposeront de vastes solitudes, Des déserts
Alexandre, 39	Déjà mon coeur crédule oubliant son courroux Admirait	de les vertus	qui ne sont point en vous. Armez -vous donc, Seigneur
Alexandre, 20	moins. C'est lui qui m'a	de les mains	arraché la victoire. Il t'a donné sa soeur. Il
Alexandre, 46	, c'est donc à moi de répandre	de les larmes	. C'est sur moi qu'est tombé tout le faix de
Alexandre, 95	. Avec mon amitié recevez Axiane. À	de les liens	si doux tous deux je vous condamne. Vivez, régnez tous
Alexandre, 105	mains. Et commandez vous-même à le reste	de les humains	. Prenez les sentiments que ce rang vous inspire, Faites dans
Andromaque, 4	, Depuis le jour fatal que la fureur	de les eaux	Presque à les yeux de l'Épire, écarta nos vaisseaux.
Andromaque, 30	certaine. Je pris tous mes transports pour	de les transports	de haine   ; Détestant ses rigueurs, rabaissant ses attraits,
Andromaque, 60	il menace la tête, Et fait couler	de les pleurs	, qu'aussitôt il arrête. Hermione elle-même a vu plus_de cent
Andromaque, 19	  ? Oui, Seigneur, lorsqu'au pied	de les murs	fumants de Troie, Les vainqueurs tout sanglants partagèrent leur proie,
Andromaque, 27	est son destin. Je ne vois que	de les tours	, que la cendre a couvertes, Un fleuve teint de sang
Andromaque, 27	couvertes, Un fleuve teint de sang,	de les campagnes	désertes, Un enfant dans les fers, et je ne puis
Andromaque, 49	sang qui les fit vaincre, et celui	de les vaincus	. Aussi_bien ce n'est pas la première injustice, Dont_la_Grèce,
Andromaque, 33	aime   ? Quels charmes ont pour vous	de les yeux	infortunés, Qu'à de les pleurs éternels vous avez condamnés  
Andromaque, 33	vous de les yeux infortunés, Qu'à	de les pleurs	éternels vous avez condamnés   ? Non, non, d'un
Andromaque, 34	lui donner un asile, Seigneur, voilà	de les soins	dignes de le fils d'Achille. PYRRHUS_Hé quoi   ? Votre
Andromaque, 50	irai punir les Grecs de vos maux et	de les miens	. Animé d'un regard, je puis tout entreprendre. Votre
Andromaque, 59	mes pleurs vous demandent. Souffrez que loin	de les Grecs	, et_même loin de vous, J'aille cacher mon fils,
Andromaque, 67	y voulut l'_une_et_l'_autre amener, Vous pour porter	de les fers	, elle pour en donner. Cependant ai -je pris quelque soin
Andromaque, 71	  ? Ah   ! Qu'un seul	de les soupirs	, que mon coeur vous envoie, S'il s'échappait vers
Andromaque, 86	ma juste colère. Le fils me répondra	de les mépris	de la mère, La_Grèce le demande, et je ne prétends
Andromaque, 86	prétends pas Mettre toujours ma gloire à sauver	de les ingrats	. ANDROMAQUE_Hélas   ! Il mourra donc. Il n'a pour
Andromaque, 12	, Apprend donc à son tour à souffrir	de les mépris	  ? Ah dieux   ! CLÉONE_Ah   ! Dissipez ces indignes
Andromaque, 64	il la fasse périr. CLÉONE_Vous pensez que	de les yeux	toujours ouverts à les larmes, Se plaisent à troubler le pouvoir
Andromaque, 77	dans la joie, Nos vaisseaux tout chargés	de les dépouilles	de Troie, Les exploits de son père, effacés par les
Andromaque, 78	Pyrrhus, Hermione est sensible, Oreste a	de les vertus	. Il sait aimer du_moins, et_même sans_qu'on l'aime  
Andromaque, 7	peine. J'ai mendié la mort chez	de les peuples	cruels Qui n'apaisaient leurs dieux que de le sang de les
Andromaque, 7	n'apaisaient leurs dieux que de le sang	de les mortels	  : Ils m'ont fermé leur temple, et ces peuples
Andromaque, 14	Seigneur, quittez ce funeste langage. À	de les soins	plus pressants la Grèce vous engage. Que parlez -vous de le
Andromaque, 19	qu'on vous demande   ? Dégagez -vous	de les soins	dont vous êtes chargé. ORESTE_Les refus de Pyrrhus m'ont assez
Andromaque, 28	ennuis   ? Pensez -vous avoir seul éprouvé	de les alarmes	  ? Que l'Épire jamais n'ait vu couler mes larmes
Andromaque, 51	  ? Jugez -vous que ma vue inspire	de les mépris	  ? Qu'elle allume en un coeur de les feux si_peu
Andromaque, 52	  ? Qu'elle allume en un coeur	de les feux	si_peu durables   ? Peut-être d'autres yeux me sont plus favorables
Andromaque, 83	allez lui faire entendre, Que l'ennemi	de les Grecs	ne peut être son gendre. De le Troyen, ou de
Andromaque, 84	-le décider   : Qu'il songe qui	de les deux	, il veut rendre, ou garder. Enfin qu'il me
Andromaque, 76	, voyez -la, Seigneur, et par	de les voeux	soumis Protestez-lui... PYRRHUS_Faisons tout ce_que j'ai promis. PYLADE_Modérez donc
Andromaque, 69	, ta pitié te séduit. Laisse -moi	de les périls	dont j'attends tout le fruit. Porte à les Grecs cet
Andromaque, 73	Seigneur, enlevons Hermione. À le travers	de les périls	un grand coeur se_fait_jour. Que ne peut l'amitié conduite par
Andromaque, 81	ton trop d'amitié. Mais pardonne à	de les maux	, dont toi seul as pitié. Excuse un malheureux, qui
Andromaque, 17	? T'es -tu fait raconter Le nombre	de les exploits	... Mais qui les peut compter   ? Intrépide, et partout
Andromaque, 62	et nos misères, Il ne séparât point	de les dépouilles	si chères   ! PYRRHUS_Va m'attendre, Phoenix. PYRRHUS continue
Andromaque, 4	Je ne fais contre moi que vous donner	de les armes	. Je croyais apporter plus_de haine en ces lieux. Mais,
Andromaque, 17	échauffant le carnage. Songe à les cris	de les vainqueurs	, songe à les cris de les mourants, Dans la flamme
Andromaque, 17	de les vainqueurs, songe à les cris	de les mourants	, Dans la flamme étouffés, sous le fer expirants. Peins
Andromaque, 40	? S'est -il plaint à tes yeux	de les maux	qu'il ne sent pas   ? Mais cependant, mon fils
Andromaque, 34	a promis de faire. Sur le courroux	de les Grecs	je m'en repose encor, Leur haine va donner un père
Andromaque, 36	autels, L'engager à mon fils par	de les noeuds	immortels. Mais aussitôt ma main, à moi seule funeste,
Andromaque, 44	le fils d'Hector. De l'espoir	de les Troyens	seule dépositaire, Songe à combien_de rois tu deviens nécessaire. Veille
Andromaque, 52	ont été. Parle -lui tous les jours	de les vertus	de son père, Et quelquefois aussi parle -lui de sa mère
Andromaque, 16	Et je m'en remettrais à le destin	de les combats	, Qui peut-être à la fin ne me vengerait pas   ?
Andromaque, 19	heure. Tous vos retardements sont pour moi	de les refus	. Courez à le temple. Il faut immoler... ORESTE_Qui  
Andromaque, 29	je ne vous rappelle. N'alléguez point	de les droits	que je veux oublier. Et ce n'est pas à vous
Andromaque, 40	assassinat   ? Souffrez, à le nom	de les dieux	, que la Grèce s'explique, Et qu'il meure chargé
Andromaque, 32	trop de joie. Et sans chercher ailleurs	de les titres	empruntés, Ne vous suffit -il pas_de ceux que vous portez  
Andromaque, 33	que l'âge avait glacé   ; Dans	de les ruisseaux	de sang Troie ardente plongée, De votre propre main Polyxène égorgée
Andromaque, 61	parles de le coeur, tu la cherches	de les yeux	. Je ne te retiens plus, sauve -toi de ces lieux
Andromaque, 64	que tu m'avais jurée. Va profaner	de les dieux	la majesté sacrée. Ces dieux, ces justes dieux n'auront
Andromaque, 66	t'ont lié. Porte à les pieds	de les autels	ce coeur qui m'abandonne. Va, cours. Mais crains
Andromaque, 3	lieux que trop bien appuyée, La querelle	de les Grecs	à la sienne est liée. Oreste l'aime encore. Et
Andromaque, 6	CLÉONE_Il est au_comble_de ses voeux. Le_plus fier	de les mortels	, et le_plus amoureux. Je l'ai vu vers le temple
Andromaque, 12	, observé son visage   ? Goûte -il	de les plaisirs	tranquilles et parfaits   ? N'a -il point détourné ses yeux
Andromaque, 10	siens Et je le reconnais pour le roi	de les Troyens	. À_ces_mots, qui de le peuple attiraient le suffrage, Nos_Grecs
Andromaque, 31	ma vengeance   ? Qui t'amène en	de les lieux	où l'on fuit ta présence   ? Voilà de ton amour le
Andromaque, 12	. Je viole en un jour les droits	de les souverains	, Ceux de les ambassadeurs, et tous ceux de les humains
Andromaque, 12	jour les droits de les souverains, Ceux	de les ambassadeurs	, et tous ceux de les humains   ; Ceux même de
Andromaque, 12	Ceux de les ambassadeurs, et tous ceux	de les humains	  ; Ceux même de les autels, où ma fureur l'
Andromaque, 12	ceux de les humains   ; Ceux même	de les autels	, où ma fureur l'assiège. Je deviens parricide, assassin
Andromaque, 21	. Elle a trouvé Pyrrhus, porté sur	de les soldats	, Que son sang excitait à venger son trépas. Sans_doute à
Andromaque, 27	le soin de me punir, Au comble	de les douleurs	tu m'as fait parvenir. Ta haine a pris plaisir à
Athalie, 8	d'une femme arrêtant ce concours, En	de les jours	ténébreux a changé ces beaux jours. D'adorateurs zélés à_peine un
Athalie, 27	lieu que vous seul connaissez, Vous cachez	de les trésors	par David amassés. Enfin depuis deux jours la superbe Athalie,
Athalie, 29	voyais ses yeux Lancer sur le lieu saint	de les regards	furieux ; Comme_si dans le fond de ce vaste édifice Dieu cachait
Athalie, 32	Celui qui met un frein à la fureur	de les flots	, Sait aussi de les méchants arrêter les complots. Soumis avec
Athalie, 32	la fureur de les flots, Sait aussi	de les méchants	arrêter les complots. Soumis avec respect à sa volonté sainte,
Athalie, 40	bras perfide. Et vous, l'un	de les soutiens	de ce tremblant État, Vous nourri dans les camps de le
Athalie, 44	sacrifices ? Ai -je besoin de le sang	de les boucs	et de les génisses ? Le sang de vos rois crie,
Athalie, 44	besoin de le sang de les boucs et	de les génisses	? Le sang de vos rois crie, et n'est point
Athalie, 47	crimes, Et vous viendrez alors m'immoler	de les victimes	. ABNER. Hé que puis -je au_milieu_de ce peuple abattu ?
Athalie, 53	est retiré de nous. De l'honneur	de les Hébreux	autrefois si jaloux, Il voit sans intérêt leur grandeur terrassée,
Athalie, 59	-il son pouvoir ? Auras -tu donc toujours	de les yeux	pour ne point voir, Peuple ingrat ? Quoi ? toujours les
Athalie, 62	champ fatal Jézabel immolée, Sous les pieds	de les chevaux	cette reine foulée ; Dans son sang inhumain les chiens désaltérés,
Athalie, 46	Et n'ont jamais versé que le sang	de les victimes	? Peut-être dans leurs bras Joas percé de coups... JOAD.
Athalie, 80	imprudence et d'erreur, De la chute	de les rois	funeste avant-coureur. L'heure me presse. Adieu. De les
Athalie, 4	on l'invoque à_jamais. Son empire a	de les temps	précédé la naissance. Chantons, publions ses bienfaits. UNE_VOIX,
Athalie, 16	Il leur dispense avec mesure Et la chaleur	de les jours	, et la fraîcheur de les nuits ; Le champ qui les
Athalie, 16	chaleur de les jours, et la fraîcheur	de les nuits	; Le champ qui les reçut, les rend avec usure.
Athalie, 23	ce tonnerre ? Venait -il renverser l'ordre	de les éléments	? Sur ses antiques fondements Venait-il ébranler la terre ? UNE_AUTRE.
Athalie, 26	UNE_AUTRE. Il venait révéler à les enfants	de les Hébreux	, De ses préceptes saints la lumière immortelle. Il venait à
Athalie, 38	eaux, D'un aride rocher fit sortir	de les ruisseaux	. Il nous donne ses lois, il se donne lui-même.
Athalie, 48	craint le tyran qui l'outrage. Mais	de les enfants	l'amour est le partage. Vous voulez que ce Dieu vous
Athalie, 26	JOSABET. Ciel ! ZACHARIE. Dans un	de les parvis	à les hommes réservé, Cette femme superbe entre le front levé
Athalie, 49	SALOMITH. Quel est -il, cet objet	de les pleurs	que vous versez ? ZACHARIE. Les jours d'Éliacin seraient -ils
Athalie, 24	et d'orner son visage, Pour réparer	de les ans	l'irréparable outrage. Tremble, m'a -elle dit, fille
Athalie, 26	fille digne de moi. Le cruel Dieu	de les Juifs	l'emporte aussi sur toi. Je te plains de tomber dans
Athalie, 30	, Des lambeaux pleins de sang, et	de les membres	affreux, Que de les chiens dévorants se disputaient entre eux.
Athalie, 30	, et de les membres affreux, Que	de les chiens	dévorants se disputaient entre eux. ABNER. Grand_Dieu ! ATHALIE.
Athalie, 34	une robe éclatante, Tels qu'on voit	de les Hébreux	les prêtres revêtus. Sa vue a ranimé mes esprits abattus.
Athalie, 41	tout prêt à me percer. Lasse enfin	de les horreurs	dont j'étais poursuivie J'allais prier Baal de veiller sur ma
Athalie, 42	Que ne peut la frayeur sur l'esprit	de les mortels	! Dans le temple de les Juifs un instinct m'a poussée
Athalie, 43	esprit de les mortels ! Dans le temple	de les Juifs	un instinct m'a poussée, Et d'apaiser leur Dieu j'
Athalie, 44	conçu la pensée. J'ai cru que	de les présents	calmeraient son courroux, Que ce Dieu, quel qu'il soit
Athalie, 95	les horreurs de le carnage, Des vengeances	de les rois	ministre rigoureux, C'est moi qui prête ici ma voix à
Athalie, 96	malheureux. Et vous, qui lui devez	de les entrailles	de père, Vous, ministre de paix dans les temps de
Athalie, 10	. Je commence à voir_clair dans cet avis	de les cieux	. Mais je veux de mon doute être débarrassée. Un enfant
Athalie, 56	vous a fait rencontrer ? JOAS. Parmi	de les loups	cruels prêts à me dévorer. ATHALIE. Qui vous mit dans
Athalie, 65	enfants à le besoin ? À les petits	de les oiseaux	il donne leur pâture, Et sa bonté s'étend sur toute
Athalie, 66	et d'un soin paternel Il me nourrit	de les dons	offerts sur son autel. ATHALIE. Quel prodige nouveau me trouble
Athalie, 111	y verrez ma gloire. JOAS. Moi	de les bienfaits	de Dieu je perdrais la mémoire ? ATHALIE. Non, je
Athalie, 129	chercheront en foule. JOAS. Le bonheur	de les méchants	comme un torrent s'écoule. ATHALIE. Ces méchants, qui
Athalie, 168	Si de mon propre sang ma main versant	de les flots	N'eût par ce coup hardi réprimé vos complots ? Enfin de
Athalie, 12	l'ombre de le tabernacle. Il devint	de les Hébreux	l'espérance et l'oracle. Puisses -tu, comme lui,
Athalie, 16	le monde élevé, de tous les dons	de les cieux	Il est orné dès sa naissance ; Et de le méchant l'
Athalie, 21	le monde élevé, de tous les dons	de les cieux	Il est orné dès sa naissance ; Et de le méchant l'
Athalie, 36	? LA_MÊME_VOIX, continue. À le lieu	de les cantiques	charmants, Où_David t'exprimait ses saints ravissements, Et bénissait son
Athalie, 4	lieu gardez -vous d'avancer. C'est	de les ministres	saints la demeure sacrée. Les lois à tout profane en défendent
Athalie, 12	amertume et de fiel Son coeur déjà saisi	de les menaces	de le ciel. Elle-même à mes soins confiant sa vengeance M'
Athalie, 37	Mathan le servirait encore, Si l'amour	de les grandeurs	, la soif de commander Avec son joug étroit pouvaient s'accommoder
Athalie, 40	. J'approchai par degrés de l'oreille	de les rois	, Et bientôt en oracle on érigea ma voix. J'étudiai
Athalie, 41	, Je leur semai de fleurs le bord	de les précipices	. Près_de leurs passions rien ne me fut sacré. De mesure
Athalie, 44	la triste vérité, Prêtant à leurs fureurs	de les couleurs	favorables, Et prodigue surtout de le sang de les misérables.
Athalie, 47	la troupe consternée En poussa vers le ciel	de les hurlements	affreux. Moi seul donnant l'exemple à les timides Hébreux,
Athalie, 6	pas, Il ne sorte à l'instant	de les feux	qui vous embrasent, Ou qu'en tombant sur lui ces murs
Athalie, 35	Achab l'affreuse fille en paix, Suit	de les rois	d'Israël les profanes exemples, Du vil dieu de l'Égypte
Athalie, 24	arment pour ta querelle, Des prêtres,	de les enfants	, ô Sagesse éternelle ! Mais si tu les soutiens, qui
Athalie, 37	LE_CHOEURchante à le son de toute la symphonie	de les instruments	. Que de le Seigneur la voix se fasse entendre, Et
Athalie, 52	femmes ? Le Seigneur a détruit la reine	de les cités	. Ses prêtres sont captifs, ses rois sont rejetés. Dieu
Athalie, 55	Temple, renverse -toi, cèdres, jetez	de les flammes	. Jérusalem, objet de ma douleur, Quelle main en ce
Athalie, 72	rois de ta gloire étonnés. Les rois	de les nations	devant toi prosternés, De tes pieds baisent la poussière. Les
Athalie, 80	ces lieux Où se garde caché, loin	de les profanes	yeux, Ce formidable amas de lances et d'épées, Qui
Athalie, 28	JOSABET. Voici qui vous dira les volontés	de les cieux	. Ne craignez rien. Et nous, sortons tous de ces
Athalie, 42	elle voulut jadis Perdre en vous le dernier	de les enfants	de son fils, À vous faire périr sa cruauté s'attache
Athalie, 44	à vous venger. Entrez, généreux chefs	de les familles	sacrées, Du ministère saint tour_à_tour honorées. JOAD continue. Roi
Athalie, 8	de Juda l'héritier véritable, Dernier né	de les enfants	de le triste Ochosias ; Nourri, vous le savez, sous
Athalie, 11	coeur la chaleur presque éteinte, Permit que	de les bourreaux	trompant l '? il vigilant Josabet dans son sein l'emportât
Athalie, 22	de prévenir sa rage. Il faut finir	de les Juifs	le honteux esclavage, Venger vos princes morts, relever votre Loi
Athalie, 31	intrépides soldats, Marchons en invoquant l'arbitre	de les combats	, Et réveillant la foi dans les coeurs endormie, Jusques dans
Athalie, 33	de Lévi, Et dans ces mêmes mains	de les peuples	révérées, Les armes à le Seigneur par David consacrées ? Dieu
Athalie, 50	absolu pouvoir vous ignorez l'ivresse, Et	de les lâches	flatteurs la voix enchanteresse. Bientôt ils vous diront que les plus
Athalie, 53	une affreuse image. Hélas ! ils ont	de les rois	égaré le_plus sage. Promettez sur_ce Livre et devant ces témoins,
Athalie, 4	airain menaçant frémit de_toutes_parts. On voit luire	de les feux	parmi de les étendards. Et sans_doute Athalie assemble son armée.
Athalie, 4	. On voit luire de les feux parmi	de les étendards	. Et sans_doute Athalie assemble son armée. Déjà même à le
Athalie, 15	sur la montagne sainte, Où le père	de les Juifs	sur son fils innocent, Leva sans murmurer un bras obéissant,
Athalie, 9	jaloux ? N'es -tu plus le Dieu	de les vengeances	? UNE_AUTRE. Où sont, Dieu_de_Jacob, tes antiques bontés ?
Athalie, 17	à toi que dans cette guerre Les flèches	de les méchants	prétendent s'adresser. Faisons, disent -ils, cesser Les fêtes
Athalie, 27	jaloux ? N'es -tu plus le Dieu	de les vengeances	? UNE_VOIX, seule. Triste reste de nos rois, Chère
Athalie, 29	Jourdain de rebrousser son cours, Des dieux	de les nations	tant_de fois triomphante, Fuirait donc à l'aspect d'une femme
Athalie, 30	, Muette, et succombant sous le poids	de les alarmes	, Aux yeux les plus cruels arracherait de les larmes, Le
Athalie, 30	alarmes, Aux yeux les plus cruels arracherait	de les larmes	, Le roi de temps en temps la presse entre ses bras
Athalie, 8	affranchir d'une importune vie, Et retrancher	de les jours	, qu'aurait dû mille fois Terminer la douleur de survivre à
Athalie, 21	David quelque trésor secret, Et tout ce_que	de les mains	de cette reine avare, Vous avez pu sauver et de riche
Athalie, 24	. Mais siérait -il, Abner, à	de les coeurs	généreux De livrer à le supplice un enfant malheureux, Un enfant
Athalie, 40	adore ? Que feriez -vous de_plus, si	de les rois	vos aïeux Ce jeune enfant était un reste précieux ? JOSABET,
Athalie, 52	Demain, dès cette nuit, je prendrai	de les mesures	Pour assurer le Temple, et venger ses injures. Mais je
Athalie, 66	-moi l'horreur. De les prêtres,	de les enfants	lui feraient -ils quelque ombre ? De sa suite avec vous qu'
Athalie, 6	à l'oreille. JOSABET. Puissant maître	de les cieux	, Remets lui le bandeau, dont tu couvris ses yeux,
Athalie, 14	Connais -tu l'héritier de le plus saint	de les monarques	, Reine ? De ton poignard connais du_moins ces marques. Voilà
Athalie, 17	. Mathan est égorgé. ATHALIE. Dieu	de les Juifs	, tu l'emportes ! Oui, c'est Joas, je
Athalie, 5	due à ses forfaits, Apprenez, roi	de les Juifs	, et n'oubliez jamais, Que les rois dans le ciel
Bajazet, 19	braves janissaires ? Rendent -ils à le sultan	de les hommages	sincères ? Dans le secret de les cours, Osmin, n'
Bajazet, 20	de les hommages sincères ? Dans le secret	de les cours	, Osmin, n'as -tu rien lu ? Amurat jouit -il
