Reference	LeftContext	Pivot	RightContext
Athalie, 30	. Ne craignez rien. Et nous, sortons tous	de ces lieux	. JOAS, courant dans les bras de le grand prêtre. Mon père
Bajazet, 2	ACOMAT_Viens, suis -moi. La sultane	en ce lieu	se doit rendre. Je pourrai cependant te parler, et t'entendre.
Bajazet, 6	instruit de tout ce qui se passe, Mon entrée	en ces lieux	ne te surprendra plus. Mais laissons, cher Osmin, les discours superflus
Bajazet, 124	mon trépas quand ils l'ont prononcé. Voila donc	de ces lieux	ce qui m'ouvre l'entrée, Et comme enfin Roxane à mes yeux
Bajazet, 5	, Non_plus par un silence aidé de votre adresse Disputer	en ces lieux	le coeur de sa maîtresse, Mais par de vrais combats, par de
Bajazet, 54	trop sincère. Toi, Zatime, retiens ma rivale	en ces lieux	. Qu'il n'ait en expirant que ses cris pour adieux. Qu'
Bajazet, 9	parvenue à les yeux de ma rivale ? J'étais	en ce lieu	même, et ma timide main, Quand_Roxane a paru, l'a cachée
Bajazet, 38	quel indigne honneur m'avais -tu réservée ? Traînerais -je	en ces lieux	un sort infortuné, Vil rebut d'un ingrat que j'aurais couronné,
Bérénice, 2	ANTIOCHUS_Arrêtons un moment. La pompe	de ces lieux	, Je le vois bien, Arsace, est nouvelle à tes yeux.
Bérénice, 19	nom d'impératrice ; Il m'en viendra lui-même assurer	en ce lieu	. ANTIOCHUS_Et je viens donc vous dire un éternel adieu. BÉRÉNICE_Que dites -vous
Bérénice, 32	prîtes_naissance, Madame, il vous souvient que mon coeur	en ces lieux	Reçut le premier trait qui partit de vos yeux. J'aimai, j'
Bérénice, 46	combien le ciel m'a compté de journées ? Et	de ce peu_de jours	si longtemps attendus, Ah malheureux ! Combien j'en ai déjà perdus !
Bérénice, 52	une absence éternelle. Moi-même j'ai voulu vous entendre	en ce lieu	. Je n'écoute plus rien, et pour jamais adieu. Pour jamais
Bérénice, 1	il n'ose plus penser. ARSACE_Ah quel heureux destin	en ces lieux	vous renvoie, Seigneur ? ANTIOCHUS_Si mon retour t'apporte quelque joie, Arsace
Bérénice, 35	coups, Qui pourraient menacer une si belle vie,	Sur ces jours	malheureux que je vous sacrifie. BÉRÉNICE, se levant. Arrêtez. Arrêtez
Britannicus, 9	! Tout ce_que j'ai perdu, Madame, est	en ces lieux	. De mille affreux soldats Junie environnée S'est vue en ce palais indignement
Britannicus, 20	un désir curieux Cette nuit je l'ai vue arriver	en ces lieux	, Triste, levant à le ciel ses yeux mouillés de larmes, Qui
Britannicus, 59	vous dire, Je l'ai vu quelquefois s'arracher	de ces lieux	, Le coeur plein_d'un courroux qu'il cachait à vos yeux, D'
Britannicus, 12	Seigneur ? NÉRON. Pensez -vous, Madame, qu'	en ces lieux	Seule pour vous connaître Octavie ait de les yeux ? JUNIE. Et quel
Britannicus, 61	le cours d'une même journée Comme une criminelle amenée	en ces lieux	: Et lorsque avec frayeur je parais à vos yeux, Que sur mon
Britannicus, 96	vertus m'ont toujours rassurée. NÉRON. Je pouvais	de ces lieux	lui défendre l'entrée. Mais, Madame, je veux prévenir le danger
Britannicus, 28	les yeux, Et jamais l'empereur n'est absent	de ces lieux	. BRITANNICUS. Et depuis quand, Madame, êtes -vous si craintive ?
Britannicus, 6	Oui. Mais, Seigneur, ce n'est pas	en ces lieux	Qu'il faut développer ce mystère à vos yeux. Sortons. Qu'attendez
Britannicus, 6	bonté consent que je la voie. Et l'aspect	de ces lieux	où vous la retenez, N'a rien dont mes regards doivent être étonnés
Britannicus, 7	odieux. Qu'on sache si ma mère est encore	en ces lieux	. Burrhus, dans ce palais je veux qu'on la retienne, Et
Britannicus, 26	, de ma faveur on adore le bruit. Cependant	en ces lieux	n'attendons pas la nuit, Passons chez Octavie, et donnons lui le
Britannicus, 11	sans mourir elle est morte pour lui. Vous savez	de ces lieux	comme elle s'est ravie. Elle a feint de passer chez la triste
Esther, 29	Qui pourrait cependant t'exprimer les cabales, Que formait	en ces lieux	ce peuple de rivales, Qui toutes disputant un si grand intérêt, Des
Esther, 47	ma langue enchaînée. ÉLISE_Mardochée ? Hé peut -il approcher	de ces lieux	? ESTHER_Son amitié pour moi le rend ingénieux. Absent je le consulte.
Esther, 1	pays de nos aïeux Serons-nous toujours exilées ? ESTHER_Quel profane	en ce lieu	s'ose avancer vers nous ? Que vois -je ? Mardochée ? Ô mon
Esther, 2	. HYDASPE_Seigneur, je courais vous chercher. Votre absence	en ces lieux	suspend toute la joie ; Et pour vous y conduire Assuérus m'envoie.
Esther, 11	. Que vos heureux enfants dans leurs solennités, Consacrent	de ce jour	le triomphe et la gloire, Et qu'à_jamais mon nom vive dans leur
Iphigénie, 42	fit tourner les yeux Vers la divinité qu'on adore	en ces lieux	. Suivi_de_Ménélas, de Nestor, et d'Ulysse, J'offris sur ses
Iphigénie, 44	auguste et solennel Une fille de le sang d'Hélène_De_Diane	en ces lieux	n'ensanglante l'autel. Pour obtenir les vents que le ciel vous dénie
Iphigénie, 66	, L'avait, tu t'en souviens, rappelé	de ces bords	. Et cette guerre, Arcas, selon toute apparence, Aurait dû plus
Iphigénie, 86	Aulide, Elle est morte. Calchas qui l'attend	en ces lieux	, Fera taire nos pleurs, fera parler les dieux ; Et la religion
Iphigénie, 13	mortels suis -je le_plus heureux ? On dit qu'Iphigénie	en ces lieux	amenée Doit bientôt à son sort unir ma destinée. AGAMEMNON. Ma fille
Iphigénie, 88	les transports D'un amour, qui m'allait éloigner	de ces bords	: Ce même amour soigneux de votre renommée, Veut qu'ici mon exemple
Iphigénie, 24	nos enfants et nos femmes. Et quand de_toutes_parts assemblés	en ces lieux	, L'honneur de vous venger brille seul à nos yeux, Quand_la_Grèce déjà
Iphigénie, 16	amant, pour me voir brûlant d'impatience, Que_les_Grecs	de ces bords	ne pouvaient arracher, Qu'un père de si loin m'ordonne de chercher
Iphigénie, 17	? Pour moi, depuis deux jours, qu'approchant	de ces lieux	Leur aspect souhaité se découvre à nos yeux, Je l'attendais partout,
Iphigénie, 23	injurieux, Qu'y joindre le tourment que je souffre	en ces lieux	. ACHILLE. Vous, Madame ? ERIPHILE. Oui, Seigneur, et
Iphigénie, 71	? Elle n'a que vous seul. Vous êtes	en ces lieux	Son père, son époux, son asile, ses dieux. Je lis
Iphigénie, 4	votre fille, et je vous la confie. Loin	de ces lieux	cruels précipitez ses pas. Mes gardes vous suivront commandés par Arcas. Je
Iphigénie, 22	; Je vais faire suspendre une pompe funeste, Et	de ce jour	au_moins lui demander le reste. ERIPHILE. Suis -moi. Ce n'est
Iphigénie, 31	De le bûcher, qui m'attend, trop voisin	de ces lieux	, La flamme de_trop_près viendrait frapper vos yeux. Surtout, si vous m'
Iphigénie, 12	serpent inhumain Iphigénie avait retiré dans son sein ? Ériphile	en ces lieux	par vous-même conduite, A seule à tous les Grecs révélé votre fuite.
Mithridate, 76	vous ne sais -je pas que ma mort assurée De_Pharnace	en ces lieux	allait suivre l'entrée ? Sais -je pas que mon sang par ses mains
Mithridate, 69	est pas une règle pour moi. XIPHARÈS. Toutefois	en ces lieux	je ne connais personne, Qui ne doive imiter l'exemple que je donne
Mithridate, 12	odieux, Plus_que deux fils ingrats, que je trouve	en ces lieux	. ARBATE. Deux fils, Seigneur ? MITHRIDATE. Écoute. À_travers ma
Mithridate, 22	si fidèle ait voulu m'offenser. Mais tous deux	en ces lieux	que pouvaient -ils attendre ? L'_un_et_l'_autre à la reine ont -ils osé prétendre ?
Mithridate, 25	Que de le Scythe avec moi l'alliance jurée De_l'_Europe	en ces lieux	ne me livre l'entrée ? Recueilli dans leurs ports, accru de leurs
Mithridate, 133	l'hymen où je t'envoie. Il te fâche	en ces lieux	d'abandonner ta proie. Monime te retient. Ton amour criminel Prétendait l'
Mithridate, 3	parlais de vous-même. Mon âme souhaitait de vous voir	en ce lieu	, Pour vous... XIPHARÈS. C'est maintenant_qu'il faut vous dire_adieu.
Mithridate, 21	On sait_tout, m'a -il dit, sauvez -vous	de ces lieux	. Ce mot m'a fait frémir de le péril de ma reine.
Mithridate, 17	de gloire, accablé de douleurs. De sa mort	en ces lieux	la nouvelle semée Ne vous a pas vous seule, et sans cause alarmée
Phèdre, 9	sépare Corinthe. J'ai demandé Thésée à les peuples	de ces bords	Où l'on voit l'Achéron se perdre chez les Morts. J'ai visité
Phèdre, 18	Hé depuis quand, Seigneur, craignez -vous la présence	De ces paisibles lieux	, si chers à votre enfance, Et dont je vous ai vu préférer
Phèdre, 22	n'est plus. Tout a changé de face Depuis_que	sur ces bords	les Dieux ont envoyé La fille de Minos et de Pasiphaé. THÉRAMÈNE.
Phèdre, 11	vient. HIPPOLYTE. Il suffit, je la laisse	en ces lieux	, Et ne lui montre point un visage odieux. PHÈDRE. N'allons
Phèdre, 18	. Détrompez son erreur, fléchissez son courage. Roi	de ces bords	heureux, Trézène est son partage. Mais il sait que les lois donnent
Phèdre, 2	le reste. ARICIE. Hippolyte demande à me voir	en ce lieu	? Hippolyte me cherche, et veut me dire_adieu ? Ismène, dis-tu_vrai ?
Phèdre, 23	les morts la profonde demeure ? Quel charme l'attirait	sur ces bords	redoutés ? ISMÈNE. Thésée est mort, Madame, et vous seule en
Phèdre, 5	à vos yeux, Thésée est arrivé. Thésée est	en ces lieux	. Le peuple, pour le voir, court et se précipite. Je
Phèdre, 11	Je ne la cherchais pas. C'est vous qui	sur ces bords	conduisîtes ses pas. Vous daignâtes, Seigneur, à les rives de Trézène_Confier
Phèdre, 19	que jamais l'astre qui nous éclaire Ne te voie	en ces lieux	mettre un pied téméraire. Fuis, dis -je, et sans retour précipitant
Phèdre, 101	pas qu'un père furieux Te fasse avec opprobre arracher	de ces lieux	. THÉSÉE, seul. Misérable, tu cours à ta perte infaillible.
Phèdre, 2	à mes yeux Montrer la vérité, que je cherche	en ces lieux	. ARICIE. Songe à tout, chère Ismène, et sois prête à
Phèdre, 3	, et semblez interdite, Madame. Que faisait Hippolyte	en ce lieu	? ARICIE. Seigneur, il me disait un éternel adieu. THÉSÉE.
Thébaïde, 9	Hémon à son amante, Ramène-le fidèle, et permets	en ce jour	, Qu'en retrouvant l'amant je retrouve l'amour. HÉMON. Quoi
Thébaïde, 2	qu'il doit bientôt se rendre, Et tous deux	en ce lieu	nous le pouvons attendre : Nous verrons ce_qu'il veut, mais je répondrais
Thébaïde, 71	Tout autre aurait voulu condamner ma pensée, Et personne	en ces lieux	ne te l'eût annoncée. Je te l'annonce donc. C'est
Thébaïde, 38	la vie, Que d'une ardeur égale ils fuyaient	de ces lieux	, Et que jamais leurs coeurs ne s'accordèrent mieux. La soif de
Thébaïde, 7	Antigone. Pour couronner ma tête, et ma flamme	en ce jour	Il arme en ma faveur et la haine et l'amour. Il allume
