Donne	VER:pres	donner
Mes	VER:simp	Mes
frères	NOM	frère
à	PRP	à
Roger	NAM	Roger
engagèrent	VER:simp	engager
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
Satisfait	VER:pper	satisfaire
de	PRP	de
leur	DET:POS	leur
choix	NOM	choix
,	PUN	,
il	PRO:PER	il
l'	PRO:PER	la|le
apprit	VER:simp	apprendre
sans	PRP	sans
colère	NOM	colère
;	PUN	;
Et	NOM	Et
parce	KON	parce
que	PRO:REL	que
Léon	NAM	Léon
met	VER:pres	mettre
ses	DET:POS	son
soins	NOM	soin
à	PRP	à
me	PRO:PER	me
plaire	VER:infi	plaire
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
m'	PRO:PER	me
offre	VER:pres	offrir
un	DET:ART	un
Diadème	NOM	diadème
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
,	PUN	,
pour	PRP	pour
l'	PRO:PER	la|le
accepter	VER:infi	accepter
,	PUN	,
Trahir	VER:infi	trahir
mille	NUM	mille
serments	NOM	serment
que	PRO:REL	que
je	PRO:PER	je
dois	VER:pres	devoir
respecter	VER:infi	respecter
?	SENT	?
De	PRP	de
cette	PRO:DEM	ce
lâcheté	NOM	lâcheté
mon	DET:POS	mon
coeur	NOM	cœur
est	VER:pres	être
incapable	ADJ	incapable
.	SENT	.
Où	PRO:REL	où
l'	DET:ART	le
amour	NOM	amour
est	VER:pres	être
parfait	ADJ	parfait
,	PUN	,
l'	DET:ART	le
inconstance	NOM	inconstance
est	VER:pres	être
blâmable	ADJ	blâmable
,	PUN	,
Mais	VER:impf	Mais
je	PRO:PER	je
voudrais	VER:cond	vouloir
savoir	VER:infi	savoir
par	PRP	par
où	PRO:REL	où
vous	PRO:PER	vous
présumez	VER:pres	présumer
Que	NAM	Que
vous	PRO:PER	vous
êtes	VER:pres	être
aimée	VER:pper	aimer
autant	ADV	autant
que	KON	que
vous	PRO:PER	vous
aimez	VER:pres	aimer
.	SENT	.
Roger	NAM	Roger
qui	PRO:REL	qui
par	PRP	par
Léon	NAM	Léon
voit	VER:pres	voir
traverser	VER:infi	traverser
sa	DET:POS	son
flamme	NOM	flamme
,	PUN	,
S'	NAM	S'
abandonne	VER:pres	abandonner
aux	PRP:det	au
fureurs	NOM	fureur
qui	PRO:REL	qui
possèdent	VER:pres	posséder
son	DET:POS	son
âme	NOM	âme
.	SENT	.
Il	PRO:PER	il
part	VER:pres	partir
,	PUN	,
il	PRO:PER	il
doit	VER:pres	devoir
en	PRP	en
Grèce	NAM	Grèce
aller	NOM	aller
sur	PRP	sur
son	DET:POS	son
rival	ADJ	rival
Jusqu'	NOM	Jusqu'
au	PRP:det	au
milieu	NOM	milieu
des	PRP:det	du
siens	PRO:POS	sien
porter	VER:infi	porter
le	DET:ART	le
coup	NOM	coup
fatal	ADJ	fatal
.	SENT	.
Cependant	ADV	cependant
ce	PRO:DEM	ce
Roger	NAM	Roger
qu'	PRO:REL	que
on	PRO:PER	on
veut	VER:pres	vouloir
qui	PRO:REL	qui
vous	PRO:PER	vous
adore	VER:pres	adorer
,	PUN	,
Cache	VER:pres	cacher
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
devient	VER:pres	devenir
,	PUN	,
et	KON	et
Léon	NAM	Léon
vit	VER:simp	voir
encore	ADV	encore
.	SENT	.
Cruelle	ADJ	cruel
,	PUN	,
n'	ADV	ne
ai	VER:pres	avoir
-je	PRO:PER	je
point	ADV	point
d'	PRP	de
assez	ADV	assez
vives	ADJ	vif
douleurs	NOM	douleur
?	SENT	?
Quel	PRO:REL	quel
plaisir	NOM	plaisir
te	PRO:PER	te
fais	VER:pres	faire
-tu	PRO:PER	tu
de	PRP	de
voir	VER:infi	voir
couler	VER:infi	couler
mes	DET:POS	mon
pleurs	NOM	pleur|pleurs
?	SENT	?
Roger	NAM	Roger
...	PUN	...
Ah	NAM	Ah
,	PUN	,
quel	PRO:REL	quel
surcroît	NOM	surcroît
aux	PRP:det	au
maux	NOM	mal
dont	PRO:REL	dont
je	PRO:PER	je
soupire	VER:pres	soupirer
!	SENT	!
Sans	PRP	sans
doute	NOM	doute
il	PRO:PER	il
ne	ADV	ne
vit	VER:pres	vivre
plus	ADV	plus
puisque	KON	puisque
Léon	NAM	Léon
respire	VER:pres	respirer
;	PUN	;
C'	NAM	C'
est	VER:pres	être
en	PRP	en
vain	ADJ	vain
que	KON	que
je	PRO:PER	je
cherche	VER:pres	chercher
à	PRP	à
douter	VER:infi	douter
de	PRP	de
son	DET:POS	son
sort	NOM	sort
,	PUN	,
Les	DET:ART	le
jours	NOM	jour
de	PRP	de
son	DET:POS	son
rival	NOM	rival
m'	PRO:PER	me
assurent	VER:simp	assavoir
de	PRP	de
sa	DET:POS	son
mort	NOM	mort
.	SENT	.
Elle	PRO:PER	elle
aurait	VER:cond	avoir
fait	VER:pper	faire
éclat	NOM	éclat
;	PUN	;
jamais	ADV	jamais
un	DET:ART	un
long	ADJ	long
silence	NOM	silence
D'	NAM	D'
un	DET:ART	un
Guerrier	NAM	Guerrier
tel	PRO:DEM	tel
que	PRO:REL	que
lui	PRO:PER	lui
n'	ADV	ne
a	VER:pres	avoir
trahi	VER:pper	trahir
l'	DET:ART	le
espérance	NOM	espérance
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
meurt	VER:pres	mourir
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
en	PRP	en
Héros	NAM	Héros
qu'	PRO:REL	que
il	PRO:PER	il
termine	VER:pres	terminer
ses	DET:POS	son
jours	NOM	jour
,	PUN	,
Mais	NAM	Mais
croyez	VER:pres	croire
-moi	PRO:PER	moi
,	PUN	,
Madame	NAM	Madame
,	PUN	,
il	PRO:PER	il
suit	VER:pres	suivre
d'	PRP	de
autres	ADJ	autre
amours	NOM	amour
,	PUN	,
Et	NAM	Et
tâche	VER:pres	tâcher
de	PRP	de
cacher	VER:infi	cacher
dans	PRP	dans
une	DET:ART	un
obscure	ADJ	obscur
vie	NOM	vie
,	PUN	,
La	DET:ART	le
honte	NOM	honte
qu'	PRO:REL	que
il	PRO:PER	il
se	PRO:PER	se
fait	VER:pres	faire
de	PRP	de
vous	PRO:PER	vous
avoir	VER:infi	avoir
trahie	VER:pper	trahir
.	SENT	.
Sans	PRP	sans
cela	PRO:DEM	cela
,	PUN	,
pensez	VER:pres	penser
-vous	PRO:PER	vous
qu'	PRO:REL	que
il	PRO:PER	il
vous	PRO:PER	vous
pût	VER:subi	pouvoir
oublier	VER:infi	oublier
?	SENT	?
Il	PRO:PER	il
sait	VER:pres	savoir
ce	PRO:DEM	ce
qu'	PRO:REL	que
en	PRP	en
tous	PRO:IND	tout
lieux	NOM	lieu
on	PRO:PER	on
a	VER:pres	avoir
fait	VER:pper	faire
publier	VER:infi	publier
,	PUN	,
Que	NAM	Que
qui	PRO:REL	qui
pourra	VER:futu	pouvoir
sur	PRP	sur
vous	PRO:PER	vous
remporter	VER:infi	remporter
la	DET:ART	le
victoire	NOM	victoire
Du	VER:futu	Du
nom	NOM	nom
de	PRP	de
votre	DET:POS	votre
époux	NOM	époux
doit	VER:pres	devoir
espérer	VER:infi	espérer
la	DET:ART	le
gloire	NOM	gloire
.	SENT	.
Tantôt	ADV	tantôt
contre	PRP	contre
Léon	NAM	Léon
le	DET:ART	le
champ	NOM	champ
doit	VER:pres	devoir
être	VER:infi	être
ouvert	VER:pper	ouvrir
.	SENT	.
Pourquoi	ADV	pourquoi
ne	ADV	ne
prendre	VER:infi	prendre
pas	ADV	pas
un	DET:ART	un
diadème	NOM	diadème
offert	VER:pper	offrir
,	PUN	,
Et	VER:simp	Et
vouloir	VER:infi	vouloir
nous	PRO:PER	nous
réduire	VER:infi	réduire
aux	PRP:det	au
mortelles	ADJ	mortel
alarmes	NOM	alarme
Que	NAM	Que
nous	PRO:PER	nous
donne	VER:pres	donner
pour	PRP	pour
vous	PRO:PER	vous
le	DET:ART	le
sort	NOM	sort
douteux	ADJ	douteux
des	PRP:det	du
armes	NOM	arme
?	SENT	?
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
y	PRO:PER	y
périr	VER:infi	périr
,	PUN	,
Léon	NAM	Léon
est	VER:pres	être
renommé	VER:pper	renommer
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
sais	VER:pres	savoir
,	PUN	,
son	DET:POS	son
courage	NOM	courage
est	VER:pres	être
partout	ADV	partout
estimé	VER:pper	estimer
,	PUN	,
Mais	VER:impf	Mais
à	PRP	à
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
suis	VER:pres	suivre|être
ta	DET:POS	ton
crainte	NOM	crainte
fait	VER:pres	faire
injure	NOM	injure
,	PUN	,
Je	PRO:PER	je
combats	VER:pres	combattre
pour	PRP	pour
Roger	NAM	Roger
,	PUN	,
la	DET:ART	le
victoire	NOM	victoire
m'	PRO:PER	me
est	VER:pres	être
sûre	ADJ	sûr
,	PUN	,
Et	VER:impf	Et
ce	PRO:DEM	ce
bras	NOM	bras
,	PUN	,
toujours	ADV	toujours
prêt	ADJ	prêt
à	PRP	à
soutenir	VER:infi	soutenir
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
Fera	VER:futu	faire
voir	VER:infi	voir
que	KON	que
lui	PRO:PER	lui
seul	NOM	seul
était	VER:impf	être
digne	ADJ	digne
de	PRP	de
moi	PRO:PER	moi
.	SENT	.
Si	KON	si
je	PRO:PER	je
ne	ADV	ne
craignais	VER:impf	craindre
pas	ADV	pas
...	PUN	...
Mais	NAM	Mais
Léon	NAM	Léon
qui	PRO:REL	qui
s'	PRO:PER	se
avance	VER:pres	avancer
Mieux	NAM	Mieux
que	KON	que
moi	PRO:PER	moi
là-dessus	ADV	là-dessus
vous	PRO:PER	vous
dira	VER:futu	dire
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
pense	VER:pres	penser
.	SENT	.
Madame	NOM	Madame
,	PUN	,
permettez	VER:pres	permettre
pour	PRP	pour
la	DET:ART	le
dernière	ADJ	dernier
fois	NOM	foi|fois
Que	VER:subi	Que
je	PRO:PER	je
me	PRO:PER	me
plaigne	VER:subp	plaindre
à	PRP	à
vous	PRO:PER	vous
de	PRP	de
vos	DET:POS	votre
injustes	ADJ	injuste
lois	NOM	loi
.	SENT	.
Plus	ADV	plus
je	PRO:PER	je
touche	VER:pres	toucher
au	PRP:det	au
moment	NOM	moment
où	PRO:REL	où
j'	PRO:PER	je
y	PRO:PER	y
dois	VER:pres	devoir
satisfaire	VER:infi	satisfaire
,	PUN	,
Plus	NAM	Plus
je	PRO:PER	je
sens	VER:pres	sentir
que	KON	que
mon	DET:POS	mon
coeur	NOM	cœur
à	PRP	à
moi	NOM	moi
-même	ADJ	même
est	VER:pres	être
contraire	ADJ	contraire
.	SENT	.
Pour	KON	pour
lui	PRO:PER	lui
votre	DET:POS	votre
conquête	NOM	conquête
est	VER:pres	être
le	DET:ART	le
plus	ADV	plus
grand	ADJ	grand
des	PRP:det	du
biens	NOM	bien
;	PUN	;
Mais	NAM	Mais
quand	KON	quand
je	PRO:PER	je
m'	PRO:PER	me
y	PRO:PER	y
prépare	VER:pres	préparer
,	PUN	,
il	PRO:PER	il
en	PRO:PER	en
hait	VER:pres	haïr
les	DET:ART	le
moyens	NOM	moyen
,	PUN	,
Et	NOM	Et
confus	ADJ	confus
dans	PRP	dans
ses	DET:POS	son
voeux	NOM	vœu
qu'	PRO:REL	que
il	PRO:PER	il
approuve	VER:pres	approuver
et	KON	et
rejette	VER:pres	rejeter
,	PUN	,
Voulant	VER:ppre	vouloir
vous	PRO:PER	vous
acquérir	VER:infi	acquérir
,	PUN	,
il	PRO:PER	il
craint	VER:pres	craindre
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
souhaite	VER:pres	souhaiter
.	SENT	.
Non	ADV	non
qu'	KON	que
un	DET:ART	un
combat	NOM	combat
l'	PRO:PER	la|le
étonne	VER:pres	étonner
;	PUN	;
il	PRO:PER	il
sait	VER:pres	savoir
trop	ADV	trop
de	PRP	de
quel	PRO:REL	quel
prix	NOM	prix
Est	NOM	Est
l'	DET:ART	le
adorable	ADJ	adorable
objet	NOM	objet
dont	PRO:REL	dont
on	PRO:PER	on
le	PRO:PER	le
voit	VER:pres	voir
épris	VER:pper	éprendre
.	SENT	.
Viennent	VER:pres	venir
tous	PRO:IND	tout
ces	PRO:DEM	ce
Guerriers	NOM	guerrier
,	PUN	,
dont	PRO:REL	dont
la	DET:ART	le
haute	ADJ	haut
vaillance	NOM	vaillance
A	PRP	à
rempli	NOM	rempli
l'	DET:ART	le
Univers	NAM	Univers
du	PRP:det	du
renom	NOM	renom
de	PRP	de
la	DET:ART	le
France	NAM	France
.	SENT	.
Qu'	KON	que
ils	PRO:PER	il
m'	PRO:PER	me
osent	VER:pres	oser
disputer	VER:infi	disputer
le	DET:ART	le
nom	NOM	nom
de	PRP	de
votre	DET:POS	votre
époux	NOM	époux
,	PUN	,
Ferme	NAM	Ferme
,	PUN	,
et	KON	et
sans	PRP	sans
m'	PRO:PER	me
étonner	VER:infi	étonner
,	PUN	,
je	PRO:PER	je
les	PRO:PER	la|le
attendrai	VER:futu	attendre
tous	PRO:IND	tout
,	PUN	,
Et	NOM	Et
pour	PRP	pour
en	PRO:PER	en
triompher	VER:infi	triompher
,	PUN	,
malgré	PRP	malgré
leur	DET:POS	leur
avantage	NOM	avantage
,	PUN	,
Il	NAM	Il
suffit	VER:pres	suffire
que	KON	que
l'	DET:ART	le
amour	NOM	amour
seconde	VER:subp	seconder
mon	DET:POS	mon
courage	NOM	courage
.	SENT	.
Mais	KON	mais
ce	PRO:DEM	ce
même	ADJ	même
courage	NOM	courage
,	PUN	,
intrépide	ADJ	intrépide
aux	PRP:det	au
combats	NOM	combat
,	PUN	,
Où	ABR	Où
contre	PRP	contre
mes	DET:POS	mon
Rivaux	NOM	rival
je	PRO:PER	je
laisse	VER:pres	laisser
agir	VER:infi	agir
mon	DET:POS	mon
bras	NOM	bras
,	PUN	,
Ce	VER:simp	Ce
courage	NOM	courage
si	ADV	si
ferme	ADJ	ferme
,	PUN	,
et	KON	et
que	KON	que
rien	ADV	rien
n'	ADV	ne
épouvante	NOM	épouvante
,	PUN	,
Frémit	NAM	Frémit
,	PUN	,
se	PRO:PER	se
laisse	VER:pres	laisser
abattre	VER:infi	abattre
au	PRP:det	au
nom	NOM	nom
de	PRP	de
Bradamante	NAM	Bradamante
,	PUN	,
Il	NAM	Il
se	PRO:PER	se
rend	VER:pres	rendre
,	PUN	,
il	PRO:PER	il
lui	PRO:PER	lui
cède	VER:pres	céder
,	PUN	,
et	KON	et
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
plus	ADV	plus
de	PRP	de
coeur	NOM	cœur
Dès	NAM	Dès
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
acquérir	VER:infi	acquérir
le	DET:ART	le
nom	NOM	nom
de	PRP	de
son	DET:POS	son
vainqueur	NOM	vainqueur
.	SENT	.
Ah	INT	ah
,	PUN	,
Madame	NAM	Madame
,	PUN	,
changez	VER:pres	changer
une	DET:ART	un
loi	NOM	loi
si	ADV	si
cruelle	ADJ	cruel
.	SENT	.
Ne	ADV	ne
désespérez	VER:pres	désespérer
point	ADV	point
l'	DET:ART	le
amant	NOM	amant
le	DET:ART	le
plus	ADV	plus
fidèle	ADJ	fidèle
,	PUN	,
Et	NOM	Et
par	PRP	par
mes	DET:POS	mon
seuls	ADJ	seul
devoirs	NOM	devoir
laissez	VER:pres	laisser
-moi	PRO:PER	moi
remporter	VER:infi	remporter
Ce	NOM	Ce
qu'	KON	que
en	PRP	en
vous	PRO:PER	vous
combattant	VER:ppre	combattre
je	PRO:PER	je
n'	ADV	ne
ose	VER:pres	oser
mériter	VER:infi	mériter
.	SENT	.
Prince	NOM	prince
,	PUN	,
depuis	PRP	depuis
un	DET:ART	un
mois	NOM	moi|mois
je	PRO:PER	je
vous	PRO:PER	vous
ai	VER:pres	avoir
fait	VER:pper	faire
connaître	VER:infi	connaître
Quelle	NAM	Quelle
je	PRO:PER	je
fus	VER:simp	être
toujours	ADV	toujours
,	PUN	,
et	KON	et
quelle	PRO:REL	quel
je	PRO:PER	je
veux	VER:pres	vouloir
être	VER:infi	être
.	SENT	.
Vous	PRO:PER	vous
m'	PRO:PER	me
aviez	VER:impf	avoir
demandé	VER:pper	demander
ce	PRO:DEM	ce
temps	NOM	temps
pour	PRP	pour
m'	PRO:PER	me
engager	VER:infi	engager
À	PRP	à
quitter	VER:infi	quitter
un	DET:ART	un
dessein	NOM	dessein
que	KON	que
rien	NOM	rien
ne	ADV	ne
peut	VER:pres	pouvoir
changer	VER:infi	changer
.	SENT	.
À	PRP	à
quoi	PRO	quoi
que	KON	que
votre	DET:POS	votre
amour	NOM	amour
pour	PRP	pour
le	PRO:PER	le
rompre	VER:infi	rompre
s'	PRO:PER	se
obstine	VER:pres	obstiner
,	PUN	,
Ce	VER:simp	Ce
n'	ADV	ne
est	VER:pres	être
qu'	ADV	qu'
à	PRP	à
mon	DET:POS	mon
vainqueur	NOM	vainqueur
que	KON	que
ma	DET:POS	mon
main	NOM	main
se	PRO:PER	se
destine	VER:pres	destiner
,	PUN	,
Et	NOM	Et
prêts	ADJ	prêt
à	PRP	à
disputer	VER:infi	disputer
la	DET:ART	le
victoire	NOM	victoire
entre	PRP	entre
nous	PRO:PER	nous
,	PUN	,
Le	DET:ART	le
trouble	NOM	trouble
qui	PRO:REL	qui
vous	PRO:PER	vous
gêne	VER:pres	gêner
est	VER:pres	être
indigne	ADJ	indigne
de	PRP	de
vous	PRO:PER	vous
.	SENT	.
Mais	KON	mais
je	PRO:PER	je
vois	VER:pres	voir
ce	PRO:DEM	ce
qui	PRO:REL	qui
met	VER:pres	mettre
ce	PRO:DEM	ce
trouble	NOM	trouble
dans	PRP	dans
votre	DET:POS	votre
âme	NOM	âme
,	PUN	,
Il	NAM	Il
vous	PRO:PER	vous
paraît	VER:pres	paraître
honteux	ADJ	honteux
de	PRP	de
combattre	VER:infi	combattre
une	DET:ART	un
Femme	NAM	Femme
,	PUN	,
Et	VER:simp	Et
c'	PRO:DEM	ce
est	VER:pres	être
ne	ADV	ne
vous	PRO:PER	vous
donner	VER:infi	donner
à	PRP	à
vaincre	VER:infi	vaincre
qu'	KON	que
à	PRP	à
demi	NOM	demi
,	PUN	,
Que	VER:pper	Que
de	PRP	de
vous	PRO:PER	vous
mettre	VER:infi	mettre
en	PRP	en
tête	NOM	tête
un	DET:ART	un
si	ADV	si
faible	ADJ	faible
ennemi	NOM	ennemi
.	SENT	.
Avec	PRP	avec
tout	PRO:IND	tout
l'	DET:ART	le
Univers	NAM	Univers
qui	PRO:REL	qui
les	PRO:PER	la|le
vante	VER:pres	vanter
,	PUN	,
les	DET:ART	le
prise	NOM	prise
,	PUN	,
Je	PRO:PER	je
sais	VER:pres	savoir
qu'	KON	que
on	PRO:PER	on
craint	VER:pres	craindre
partout	ADV	partout
Bradamante	NAM	Bradamante
et	KON	et
Marphise	NAM	Marphise
,	PUN	,
Que	VER:ppre	Que
leur	DET:POS	leur
valeur	NOM	valeur
est	VER:pres	être
rare	ADJ	rare
,	PUN	,
et	KON	et
qu'	KON	que
en	PRP	en
plus	ADV	plus
d'	PRP	de
un	DET:ART	un
combat	NOM	combat
Des	VER:futu	Des
plus	ADV	plus
fameux	ADJ	fameux
exploits	NOM	exploit
elle	PRO:PER	elle
a	VER:pres	avoir
terni	VER:pper	ternir
l'	DET:ART	le
éclat	NOM	éclat
;	PUN	;
Mais	VER:impf	Mais
malgré	PRP	malgré
tout	PRO:IND	tout
le	DET:ART	le
bruit	NOM	bruit
que	PRO:REL	que
fait	VER:pres	faire
leur	DET:POS	leur
renommée	NOM	renommée
,	PUN	,
Où	ABR	Où
prendre	VER:infi	prendre
un	DET:ART	un
ennemi	NOM	ennemi
dans	PRP	dans
Bramante	NAM	Bramante
aimée	VER:pper	aimer
,	PUN	,
Et	NOM	Et
comment	ADV	comment
se	PRO:PER	se
résoudre	VER:infi	résoudre
à	PRP	à
combattre	VER:infi	combattre
,	PUN	,
à	PRP	à
s'	PRO:PER	se
armer	VER:infi	armer
,	PUN	,
Quand	NAM	Quand
le	DET:ART	le
coeur	NOM	cœur
qui	PRO:REL	qui
se	PRO:PER	se
rend	VER:pres	rendre
n'	ADV	ne
est	VER:pres	être
fait	VER:pper	faire
que	KON	que
pour	PRP	pour
aimer	VER:infi	aimer
?	SENT	?
