Arrêtons	VER:pres	arrêter
sincère	ADJ	sincère
.	SENT	.
De	PRP	de
l'	DET:ART	le
affranchi	NOM	affranchi
Pallas	VER:simp	Pallas
nous	PRO:PER	nous
avons	VER:pres	avoir
vu	VER:pper	voir
le	DET:ART	le
frère	NOM	frère
,	PUN	,
Des	VER:simp	Des
fers	NOM	fer
de	PRP	de
Claudius	NAM	Claudius
Félix	NAM	Félix
encor	ADV	encor
flétri	VER:pper	flétrir
,	PUN	,
De	VER:pper	De
deux	NUM	deux
reines	NOM	reine
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
devenir	VER:infi	devenir
le	DET:ART	le
mari	NOM	mari
;	PUN	;
Et	VER:subi	Et
s'	PRO:PER	se
il	PRO:PER	il
faut	VER:pres	falloir
jusqu'	PRP	jusque
au	PRP:det	au
bout	NOM	bout
que	PRO:REL	que
je	PRO:PER	je
vous	PRO:PER	vous
obéisse	VER:subp	obéir
,	PUN	,
Ces	VER:pper	Ces
deux	NUM	deux
reines	NOM	reine
étaient	VER:impf	être
du	PRP:det	du
sang	NOM	sang
de	PRP	de
Bérénice	NAM	Bérénice
.	SENT	.
Et	KON	et
vous	PRO:PER	vous
croiriez	VER:cond	croire
pouvoir	NOM	pouvoir
,	PUN	,
sans	PRP	sans
blesser	VER:infi	blesser
nos	DET:POS	notre
regards	NOM	regard
,	PUN	,
Faire	VER:infi	faire
entrer	VER:infi	entrer
une	DET:ART	un
reine	NOM	reine
au	PRP:det	au
lit	NOM	lit
de	PRP	de
nos	DET:POS	notre
Césars	NOM	césar
,	PUN	,
Tandis	NAM	Tandis
que	KON	que
l'	DET:ART	le
Orient	NAM	Orient
dans	PRP	dans
le	DET:ART	le
lit	NOM	lit
de	PRP	de
ses	DET:POS	son
reines	NOM	reine
Voit	VER:pres	voir
passer	VER:infi	passer
un	DET:ART	un
esclave	NOM	esclave
au	PRP:det	au
sortir	NOM	sortir
de	PRP	de
nos	DET:POS	notre
chaînes	NOM	chaîne
?	SENT	?
C'	PRO:DEM	ce
est	VER:pres	être
ce	PRO:DEM	ce
que	PRO:REL	que
les	DET:ART	le
Romains	NAM	Romains
pensent	VER:pres	penser
de	PRP	de
votre	DET:POS	votre
amour	NOM	amour
.	SENT	.
Et	KON	et
je	PRO:PER	je
ne	ADV	ne
réponds	VER:pres	répondre
pas	ADV	pas
avant	PRP	avant
la	DET:ART	le
fin	NOM	fin
du	PRP:det	du
jour	NOM	jour
Que	NAM	Que
le	DET:ART	le
Sénat	NAM	Sénat
chargé	VER:pper	charger
des	PRP:det	du
voeux	NOM	vœu
de	PRP	de
tout	PRO:IND	tout
l'	DET:ART	le
empire	NOM	empire
,	PUN	,
Ne	VER:subi	Ne
vous	PRO:PER	vous
redise	VER:subp	redire
ici	ADV	ici
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
viens	VER:pres	venir
de	PRP	de
dire	VER:infi	dire
:	PUN	:
Et	KON	et
que	KON	que
Rome	NAM	Rome
avec	PRP	avec
lui	PRO:PER	lui
tombant	VER:ppre	tomber
à	PRP	à
vos	DET:POS	votre
genoux	NOM	genou
,	PUN	,
Ne	NAM	Ne
vous	PRO:PER	vous
demande	VER:pres	demander
un	DET:ART	un
choix	NOM	choix
digne	ADJ	digne
d'	PRP	de
elle	PRO:PER	elle
et	KON	et
de	PRP	de
vous	PRO:PER	vous
.	SENT	.
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
préparer	VER:infi	préparer
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
votre	DET:POS	votre
réponse	NOM	réponse
.	SENT	.
Hélas	INT	hélas
!	SENT	!
À	PRP	à
quel	PRO:REL	quel
amour	NOM	amour
on	PRO:PER	on
veut	VER:pres	vouloir
que	KON	que
je	PRO:PER	je
renonce	VER:pres	renoncer
!	SENT	!
Cet	PRO:DEM	ce
amour	NOM	amour
est	VER:pres	être
ardent	ADJ	ardent
,	PUN	,
il	PRO:PER	il
le	PRO:PER	le
faut	VER:pres	falloir
confesser	VER:infi	confesser
.	SENT	.
Plus	ADV	plus
ardent	NOM	ardent
mille	NUM	mille
fois	NOM	foi|fois
que	KON	que
tu	PRO:PER	tu
ne	ADV	ne
peux	VER:pres	pouvoir
penser	VER:infi	penser
,	PUN	,
Paulin	NAM	Paulin
.	SENT	.
Je	PRO:PER	je
me	PRO:PER	me
suis	VER:pres	suivre|être
fait	VER:pper	faire
un	DET:ART	un
plaisir	NOM	plaisir
nécessaire	ADJ	nécessaire
De	VER:simp	De
la	DET:ART	le
voir	VER:infi	voir
chaque	PRO:IND	chaque
jour	NOM	jour
,	PUN	,
de	PRP	de
l'	PRO:PER	la|le
aimer	VER:infi	aimer
,	PUN	,
de	PRP	de
lui	PRO:PER	lui
plaire	VER:infi	plaire
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
plus	ADV	plus
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
rien	ADV	rien
de	PRP	de
secret	ADJ	secret
à	PRP	à
tes	DET:POS	ton
yeux	NOM	œil
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
pour	PRP	pour
elle	PRO:PER	elle
cent	NUM	cent
fois	NOM	foi|fois
rendu	VER:pper	rendre
grâces	NOM	grâce
aux	PRP:det	au
dieux	NOM	dieu
,	PUN	,
D'	ABR	D'
avoir	VER:infi	avoir
choisi	VER:pper	choisir
mon	DET:POS	mon
père	NOM	père
au	PRP:det	au
fond	NOM	fond
de	PRP	de
l'	DET:ART	le
Idumée	NOM	Idumée
,	PUN	,
D'	ABR	D'
avoir	VER:infi	avoir
rangé	VER:pper	ranger
sous	PRP	sous
lui	PRO:PER	lui
l'	DET:ART	le
Orient	NAM	Orient
et	KON	et
l'	DET:ART	le
armée	NOM	armée
,	PUN	,
Et	NOM	Et
soulevant	VER:ppre	soulever
encor	ADV	encor
le	DET:ART	le
reste	NOM	reste
des	PRP:det	du
humains	NOM	humain
,	PUN	,
Remis	NOM	Remis
Rome	NAM	Rome
sanglante	ADJ	sanglant
en	PRP	en
ses	DET:POS	son
paisibles	ADJ	paisible
mains	NOM	main
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
même	ADV	même
souhaité	VER:pper	souhaiter
la	DET:ART	le
place	NOM	place
de	PRP	de
mon	DET:POS	mon
père	NOM	père
,	PUN	,
Moi	NAM	Moi
,	PUN	,
Paulin	NAM	Paulin
,	PUN	,
qui	PRO:REL	qui
cent	NUM	cent
fois	NOM	foi|fois
,	PUN	,
si	KON	si
le	PRO:PER	le
sort	VER:pres	sortir
moins	ADV	moins
sévère	ADJ	sévère
Eût	NOM	Eût
voulu	VER:pper	vouloir
de	PRP	de
sa	DET:POS	son
vie	NOM	vie
étendre	VER:infi	étendre
les	DET:ART	le
liens	NOM	lien
,	PUN	,
Aurais	VER:impf	Aurais
donné	VER:pper	donner
mes	DET:POS	mon
jours	NOM	jour
pour	PRP	pour
prolonger	VER:infi	prolonger
les	DET:ART	le
siens	PRO:POS	sien
.	SENT	.
Tout	PRO:IND	tout
cela	PRO:DEM	cela
(	PUN	(
qu'	KON	que
un	DET:ART	un
amant	NOM	amant
sait	VER:pres	savoir
mal	ADV	mal
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
désire	VER:pres	désirer
!	SENT	!
)	PUN	)
Dans	VER:ppre	Dans
l'	DET:ART	le
espoir	NOM	espoir
d'	PRP	de
élever	VER:infi	élever
Bérénice	NOM	Bérénice
à	PRP	à
l'	DET:ART	le
empire	NOM	empire
,	PUN	,
De	VER:simp	De
reconnaître	VER:infi	reconnaître
un	DET:ART	un
jour	NOM	jour
son	DET:POS	son
amour	NOM	amour
et	KON	et
sa	DET:POS	son
foi	NOM	foi
,	PUN	,
Et	NOM	Et
de	PRP	de
voir	VER:infi	voir
à	PRP	à
ses	DET:POS	son
pieds	NOM	pied
tout	ADV	tout
le	DET:ART	le
monde	NOM	monde
avec	PRP	avec
moi	PRO:PER	moi
.	SENT	.
Malgré	PRP	malgré
tout	PRO:IND	tout
mon	DET:POS	mon
amour	NOM	amour
Paulin	NAM	Paulin
,	PUN	,
et	KON	et
tous	PRO:IND	tout
ses	DET:POS	son
charmes	NOM	charme
,	PUN	,
Après	NAM	Après
mille	NUM	mille
serments	NOM	serment
appuyés	VER:pper	appuyer
de	PRP	de
mes	DET:POS	mon
larmes	NOM	larme
,	PUN	,
Maintenant	VER:ppre	maintenir
que	KON	que
je	PRO:PER	je
puis	ADV	puis
couronner	VER:infi	couronner
tant	ADV	tant
d'	PRP	de
attraits	NOM	attrait
,	PUN	,
Maintenant	VER:ppre	maintenir
que	KON	que
je	PRO:PER	je
l'	PRO:PER	la|le
aime	VER:pres	aimer
encor	ADV	encor
plus	ADV	plus
que	KON	que
jamais	ADV	jamais
,	PUN	,
Lorsqu'	ADJ	Lorsqu'
un	DET:ART	un
heureux	ADJ	heureux
hymen	NOM	hymen
joignant	VER:ppre	joindre
nos	DET:POS	notre
destinées	NOM	destinée
Peut	VER:pres	pouvoir
payer	VER:infi	payer|payer
en	PRP	en
un	DET:ART	un
jour	NOM	jour
les	DET:ART	le
voeux	NOM	vœu
de	PRP	de
cinq	NUM	cinq
années	NOM	année
;	PUN	;
Je	PRO:PER	je
vais	VER:pres	aller
,	PUN	,
Paulin	NAM	Paulin
...	PUN	...
Ô	NOM	Ô
ciel	NOM	ciel
?	SENT	?
puis	ADV	puis
-je	PRO:PER	je
le	PRO:PER	le
déclarer	VER:infi	déclarer
?	SENT	?
Quoi	PRO	quoi
,	PUN	,
Seigneur	NAM	Seigneur
?	SENT	?
Pour	PRP	pour
jamais	ADV	jamais
je	PRO:PER	je
vais	VER:pres	aller
m'	PRO:PER	me
en	PRP	en
séparer	VER:infi	séparer
.	SENT	.
Mon	DET:POS	mon
coeur	NOM	cœur
en	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
ne	ADV	ne
vient	VER:pres	venir
pas	ADV	pas
de	PRP	de
se	PRO:PER	se
rendre	VER:infi	rendre
,	PUN	,
Si	VER:infi	Si
je	PRO:PER	je
t'	PRO:PER	te
ai	VER:pres	avoir
fait	VER:pper	faire
parler	VER:infi	parler
,	PUN	,
si	KON	si
j'	PRO:PER	je
ai	VER:pres	avoir
voulu	VER:pper	vouloir
t'	PRO:PER	te
entendre	VER:infi	entendre
,	PUN	,
Je	PRO:PER	je
voulais	VER:impf	vouloir
que	KON	que
ton	DET:POS	ton
zèle	NOM	zèle
achevât	VER:subi	achever
en	PRP	en
secret	NOM	secret
De	VER:subi	De
confondre	VER:infi	confondre
un	DET:ART	un
amour	NOM	amour
qui	PRO:REL	qui
se	PRO:PER	se
tait	VER:pres	taire
à	PRP	à
regret	NOM	regret
.	SENT	.
Bérénice	NAM	Bérénice
a	VER:pres	avoir
longtemps	ADV	longtemps
balancé	VER:pper	balancer
la	DET:ART	le
victoire	NOM	victoire
.	SENT	.
Et	KON	et
si	KON	si
je	PRO:PER	je
penche	VER:pres	pencher
enfin	ADV	enfin
du	PRP:det	du
côté	NOM	côté
de	PRP	de
ma	DET:POS	mon
gloire	NOM	gloire
,	PUN	,
Crois	NAM	Crois
qu'	KON	que
il	PRO:PER	il
m'	PRO:PER	me
en	PRO:PER	en
a	VER:pres	avoir
coûté	VER:pper	coûter
,	PUN	,
pour	PRP	pour
vaincre	VER:infi	vaincre
tant	ADV	tant
d'	PRP	de
amour	NOM	amour
,	PUN	,
Des	VER:simp	Des
combats	NOM	combat
dont	PRO:REL	dont
mon	DET:POS	mon
coeur	NOM	cœur
saignera	VER:futu	saigner
plus	ADV	plus
d'	PRP	de
un	DET:ART	un
jour	NOM	jour
.	SENT	.
J'	PRO:PER	je
aimais	VER:impf	aimer
,	PUN	,
je	PRO:PER	je
soupirais	VER:impf	soupirer
dans	PRP	dans
une	DET:ART	un
paix	NOM	paix
profonde	ADJ	profond
,	PUN	,
Un	NOM	un
autre	ADJ	autre
était	VER:impf	être
chargé	VER:pper	charger
de	PRP	de
l'	DET:ART	le
empire	NOM	empire
du	PRP:det	du
monde	NOM	monde
;	PUN	;
Maître	NAM	Maître
de	PRP	de
mon	DET:POS	mon
destin	NOM	destin
,	PUN	,
libre	ADJ	libre
dans	PRP	dans
mes	DET:POS	mon
soupirs	NOM	soupir
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
rendais	VER:impf	rendre
qu'	ADV	qu'
à	PRP	à
moi	PRO:PER	moi
compte	VER:pres	compter
de	PRP	de
mes	DET:POS	mon
désirs	NOM	désir
.	SENT	.
Mais	KON	mais
à	PRP	à
peine	NOM	peine
le	DET:ART	le
ciel	NOM	ciel
eut	VER:simp	avoir
rappelé	VER:pper	rappeler
mon	DET:POS	mon
père	NOM	père
,	PUN	,
Dès	NAM	Dès
que	KON	que
ma	DET:POS	mon
triste	ADJ	triste
main	NOM	main
eut	VER:simp	avoir
fermé	VER:pper	fermer
sa	DET:POS	son
paupière	NOM	paupière
,	PUN	,
De	VER:ppre	De
mon	DET:POS	mon
aimable	ADJ	aimable
erreur	NOM	erreur
je	PRO:PER	je
fus	VER:simp	être
désabusé	VER:pper	désabuser
,	PUN	,
Je	PRO:PER	je
sentis	VER:simp	sentir
le	DET:ART	le
fardeau	NOM	fardeau
qui	PRO:REL	qui
m'	PRO:PER	me
était	VER:impf	être
imposé	VER:pper	imposer
.	SENT	.
Je	PRO:PER	je
connus	VER:pper	connaître
que	KON	que
bientôt	ADV	bientôt
loin	ADV	loin
d'	PRP	de
être	VER:infi	être
à	PRP	à
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
aime	VER:pres	aimer
,	PUN	,
Il	NAM	Il
fallait	VER:impf	falloir
,	PUN	,
cher	ADV	cher
Paulin	NAM	Paulin
,	PUN	,
renoncer	VER:infi	renoncer
à	PRP	à
moi	NOM	moi
-même	ADJ	même
,	PUN	,
Et	NOM	Et
que	KON	que
le	DET:ART	le
choix	NOM	choix
des	PRP:det	du
dieux	NOM	dieu
,	PUN	,
contraire	ADJ	contraire
à	PRP	à
mes	DET:POS	mon
amours	NOM	amour
,	PUN	,
Livrait	VER:impf	livrer
à	PRP	à
l'	DET:ART	le
univers	NOM	univers
le	PRO:PER	le
reste	VER:pres	rester
de	PRP	de
mes	DET:POS	mon
jours	NOM	jour
.	SENT	.
Rome	NAM	Rome
observe	VER:pres	observer
aujourd'hui	ADV	aujourd'hui
ma	DET:POS	mon
conduite	NOM	conduite
nouvelle	ADJ	nouveau
.	SENT	.
Quelle	PRO:REL	quel
honte	NOM	honte
pour	PRP	pour
moi	PRO:PER	moi
?	SENT	?
Quel	PRO:REL	quel
présage	VER:pres	présager
pour	PRP	pour
elle	PRO:PER	elle
,	PUN	,
Si	VER:pper	Si
dès	PRP	dès
le	DET:ART	le
premier	NUM	premier
pas	NOM	pas
renversant	VER:ppre	renverser
tous	PRO:IND	tout
ses	DET:POS	son
droits	NOM	droit
,	PUN	,
Je	PRO:PER	je
fondais	VER:impf	fonder|fondre
mon	DET:POS	mon
bonheur	NOM	bonheur
sur	PRP	sur
le	DET:ART	le
débris	NOM	débris
des	PRP:det	du
lois	NOM	loi
?	SENT	?
Résolu	VER:pper	résoudre
d'	PRP	de
accomplir	VER:infi	accomplir
ce	PRO:DEM	ce
cruel	ADJ	cruel
sacrifice	NOM	sacrifice
,	PUN	,
J'	NAM	J'
y	PRO:PER	y
voulus	VER:simp	vouloir
préparer	VER:infi	préparer
la	DET:ART	le
triste	ADJ	triste
Bérénice	NOM	Bérénice
.	SENT	.
Mais	KON	mais
par	PRP	par
où	ADV	où
commencer	VER:infi	commencer
?	SENT	?
Vingt	NUM	vingt
fois	NOM	foi|fois
depuis	PRP	depuis
huit	NUM	huit
jours	NOM	jour
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
voulu	VER:pper	vouloir
devant	PRP	devant
elle	PRO:PER	elle
en	PRP	en
ouvrir	VER:infi	ouvrir
le	DET:ART	le
discours	NOM	discours
,	PUN	,
Et	NOM	Et
dès	PRP	dès
le	DET:ART	le
premier	NUM	premier
mot	NOM	mot
ma	DET:POS	mon
langue	NOM	langue
embarrassée	VER:pper	embarrasser
Dans	VER:simp	Dans
ma	DET:POS	mon
bouche	NOM	bouche
vingt	NUM	vingt
fois	NOM	foi|fois
a	VER:pres	avoir
demeuré	VER:pper	demeurer
glacée	VER:pper	glacer
.	SENT	.
J'	PRO:PER	je
espérais	VER:impf	espérer
que	KON	que
du	PRP:det	du
moins	ADV	moins
mon	DET:POS	mon
trouble	NOM	trouble
et	KON	et
ma	DET:POS	mon
douleur	NOM	douleur
Lui	NAM	Lui
ferait	VER:cond	faire
pressentir	VER:infi	pressentir
notre	DET:POS	notre
commun	ADJ	commun
malheur	NOM	malheur
.	SENT	.
Mais	KON	mais
sans	PRP	sans
me	PRO:PER	me
soupçonner	VER:infi	soupçonner
,	PUN	,
sensible	ADJ	sensible
à	PRP	à
mes	DET:POS	mon
alarmes	NOM	alarme
,	PUN	,
Elle	NAM	Elle
m'	PRO:PER	me
offre	VER:pres	offrir
sa	DET:POS	son
main	NOM	main
pour	PRP	pour
essuyer	VER:infi	essuyer
mes	DET:POS	mon
larmes	NOM	larme
,	PUN	,
Et	NOM	Et
ne	ADV	ne
prévoit	VER:pres	prévoir
rien	ADV	rien
moins	ADV	moins
dans	PRP	dans
cette	PRO:DEM	ce
obscurité	NOM	obscurité
Que	VER:futu	Que
la	DET:ART	le
fin	NOM	fin
d'	PRP	de
un	DET:ART	un
amour	NOM	amour
,	PUN	,
qu'	PRO:REL	que
elle	PRO:PER	elle
a	VER:pres	avoir
trop	ADV	trop
mérité	VER:pper	mériter
.	SENT	.
Enfin	ADV	enfin
j'	PRO:PER	je
ai	VER:pres	avoir
ce	PRO:DEM	ce
matin	NOM	matin
rappelé	VER:pper	rappeler
ma	DET:POS	mon
constance	NOM	constance
.	SENT	.
Il	PRO:PER	il
faut	VER:pres	falloir
la	PRO:PER	la
voir	VER:infi	voir
,	PUN	,
Paulin	NAM	Paulin
,	PUN	,
et	KON	et
rompre	VER:infi	rompre
le	DET:ART	le
silence	NOM	silence
.	SENT	.
J'	PRO:PER	je
attends	VER:pres	attendre
Antiochus	VER:pper	Antiochus
,	PUN	,
pour	PRP	pour
lui	PRO:PER	lui
recommander	VER:infi	recommander
Ce	VER:pper	Ce
dépôt	NOM	dépôt
précieux	ADJ	précieux
que	KON	que
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
garder	VER:infi	garder
.	SENT	.
Jusque	PRP	jusque
dans	PRP	dans
l'	DET:ART	le
Orient	NAM	Orient
je	PRO:PER	je
veux	VER:pres	vouloir
qu'	KON	que
il	PRO:PER	il
la	PRO:PER	la
remène	VER:pres	remener
.	SENT	.
Demain	ADV	demain
Rome	NAM	Rome
avec	PRP	avec
lui	PRO:PER	lui
verra	VER:futu	voir
partir	VER:infi	partir
la	DET:ART	le
reine	NOM	reine
.	SENT	.
Elle	PRO:PER	elle
en	PRO:PER	en
sera	VER:futu	être
bientôt	ADV	bientôt
instruite	VER:pper	instruire
par	PRP	par
ma	DET:POS	mon
voix	NOM	voix
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
vais	VER:pres	aller
lui	PRO:PER	lui
parler	VER:infi	parler
pour	PRP	pour
la	DET:ART	le
dernière	ADJ	dernier
fois	NOM	foi|fois
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
attendais	VER:impf	attendre
pas	ADV	pas
moins	ADV	moins
de	PRP	de
cet	PRO:DEM	ce
amour	NOM	amour
de	PRP	de
gloire	NOM	gloire
Qui	NAM	Qui
partout	ADV	partout
après	KON	après
vous	PRO:PER	vous
attacha	VER:simp	attacher
la	DET:ART	le
victoire	NOM	victoire
.	SENT	.
La	DET:ART	le
Judée	NAM	Judée
asservie	VER:pper	asservir
,	PUN	,
et	KON	et
ses	DET:POS	son
remparts	NOM	rempart
fumants	ADJ	fumant
,	PUN	,
De	VER:simp	De
cette	PRO:DEM	ce
noble	ADJ	noble
ardeur	NOM	ardeur
éternels	ADJ	éternel
monuments	NOM	monument
,	PUN	,
Me	ABR	Me
répondaient	VER:impf	répondre
assez	ADV	assez
que	KON	que
votre	DET:POS	votre
grand	ADJ	grand
courage	NOM	courage
Ne	VER:subi	Ne
voudrait	VER:cond	vouloir
pas	ADV	pas
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
détruire	VER:infi	détruire
son	DET:POS	son
ouvrage	NOM	ouvrage
,	PUN	,
Et	NOM	Et
qu'	KON	que
un	DET:ART	un
héros	NOM	héro|héros
vainqueur	NOM	vainqueur
de	PRP	de
tant	ADV	tant
de	PRP	de
nations	NOM	nation
Saurait	VER:cond	savoir
bien	ADV	bien
,	PUN	,
tôt	ADV	tôt
ou	KON	ou
tard	ADV	tard
,	PUN	,
vaincre	VER:infi	vaincre
ses	DET:POS	son
passions	NOM	passion
.	SENT	.
Ah	INT	ah
!	SENT	!
Que	KON	que
sous	PRP	sous
de	PRP	de
beaux	ADJ	beau
noms	NOM	nom
cette	PRO:DEM	ce
gloire	NOM	gloire
est	VER:pres	être
cruelle	ADJ	cruel
!	SENT	!
Combien	ADV	combien
mes	DET:POS	mon
tristes	ADJ	triste
yeux	NOM	œil
la	PRO:PER	la
trouveraient	VER:cond	trouver
plus	ADV	plus
belle	ADJ	beau
,	PUN	,
S'	ADJ	S'
il	PRO:PER	il
ne	ADV	ne
fallait	VER:impf	falloir
encor	ADV	encor
qu'	KON	que
affronter	VER:infi	affronter
le	DET:ART	le
trépas	NOM	trépas
!	SENT	!
Que	KON	que
dis	VER:pres	dire
-je	PRO:PER	je
?	SENT	?
Cette	PRO:DEM	ce
ardeur	NOM	ardeur
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
pour	PRP	pour
ses	DET:POS	son
appas	NOM	appas
,	PUN	,
Bérénice	NOM	Bérénice
en	PRP	en
mon	DET:POS	mon
sein	NOM	sein
l'	PRO:PER	la|le
a	VER:pres	avoir
jadis	ADV	jadis
allumée	VER:pper	allumer
.	SENT	.
Tu	PRO:PER	tu
ne	ADV	ne
l'	PRO:PER	la|le
ignores	VER:pres	ignorer
pas	ADV	pas
,	PUN	,
toujours	ADV	toujours
la	DET:ART	le
Renommée	NOM	renommée
Avec	NAM	Avec
le	DET:ART	le
même	ADJ	même
éclat	NOM	éclat
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
semé	VER:pper	semer
mon	DET:POS	mon
nom	NOM	nom
,	PUN	,
Ma	VER:simp	Ma
jeunesse	NOM	jeunesse
nourrie	VER:pper	nourrir
à	PRP	à
la	DET:ART	le
cour	NOM	cour
de	PRP	de
Néron	NAM	Néron
S'	NAM	S'
égarait	VER:impf	égarer
,	PUN	,
cher	ADV	cher
Paulin	NAM	Paulin
,	PUN	,
par	PRP	par
l'	DET:ART	le
exemple	NOM	exemple
abusée	VER:pper	abuser
,	PUN	,
Et	NAM	Et
suivait	VER:impf	suivre
du	PRP:det	du
plaisir	NOM	plaisir
la	DET:ART	le
pente	NOM	pente
trop	ADV	trop
aisée	ADJ	aisé
.	SENT	.
Bérénice	NAM	Bérénice
me	PRO:PER	me
plut	VER:simp	plaire|pleuvoir
.	SENT	.
Que	KON	que
ne	ADV	ne
fait	VER:pres	faire
point	ADV	point
un	DET:ART	un
coeur	NOM	cœur
Pour	NOM	Pour
plaire	VER:infi	plaire
à	PRP	à
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
aime	VER:pres	aimer
,	PUN	,
et	KON	et
gagner	VER:infi	gagner
son	DET:POS	son
vainqueur	NOM	vainqueur
?	SENT	?
Je	PRO:PER	je
prodiguai	VER:simp	prodiguer
mon	DET:POS	mon
sang	NOM	sang
.	SENT	.
Tout	PRO:IND	tout
fit	VER:simp	faire
place	NOM	place
à	PRP	à
mes	DET:POS	mon
armes	NOM	arme
.	SENT	.
Je	PRO:PER	je
revins	VER:simp	revenir
triomphant	ADJ	triomphant
.	SENT	.
Mais	KON	mais
le	DET:ART	le
sang	NOM	sang
et	KON	et
les	DET:ART	le
larmes	NOM	larme
Ne	VER:futu	Ne
me	PRO:PER	me
suffisaient	VER:impf	suffire
pas	ADV	pas
pour	PRP	pour
mériter	VER:infi	mériter
ses	DET:POS	son
voeux	NOM	vœu
.	SENT	.
J'	PRO:PER	je
entrepris	VER:pper	entreprendre
le	DET:ART	le
bonheur	NOM	bonheur
de	PRP	de
mille	NUM	mille
malheureux	NOM	malheureux
.	SENT	.
On	PRO:PER	on
vit	VER:pres	vivre
de	PRP	de
toutes	PRO:IND	tout
parts	NOM	part
mes	DET:POS	mon
bontés	NOM	bonté
se	PRO:PER	se
répandre	VER:infi	répandre
;	PUN	;
Heureux	NAM	Heureux
!	SENT	!
Et	KON	et
plus	ADV	plus
heureux	ADJ	heureux
que	KON	que
tu	PRO:PER	tu
ne	ADV	ne
peux	VER:pres	pouvoir
comprendre	VER:infi	comprendre
Quand	NAM	Quand
je	PRO:PER	je
pouvais	VER:impf	pouvoir
paraître	VER:infi	paraître
à	PRP	à
ses	DET:POS	son
yeux	NOM	œil
satisfaits	ADJ	satisfait
Chargé	VER:pper	charger
de	PRP	de
mille	NUM	mille
coeurs	NOM	cœur
conquis	VER:pper	conquérir
par	PRP	par
mes	DET:POS	mon
bienfaits	NOM	bienfait
.	SENT	.
Je	PRO:PER	je
lui	PRO:PER	lui
dois	VER:pres	devoir
tout	ADV	tout
,	PUN	,
Paulin	NAM	Paulin
.	SENT	.
Récompense	NOM	récompense
cruelle	ADJ	cruel
!	SENT	!
Tout	PRO:IND	tout
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
lui	PRO:PER	lui
dois	VER:pres	devoir
va	VER:pres	aller
retomber	VER:infi	retomber
sur	PRP	sur
elle	PRO:PER	elle
.	SENT	.
Pour	PRP	pour
prix	NOM	prix
de	PRP	de
tant	ADV	tant
de	PRP	de
gloire	NOM	gloire
et	KON	et
de	PRP	de
tant	ADV	tant
de	PRP	de
vertus	NOM	vertu
,	PUN	,
Je	PRO:PER	je
lui	PRO:PER	lui
dirai	VER:futu	dire
,	PUN	,
partez	VER:pres	partir
,	PUN	,
et	KON	et
ne	ADV	ne
me	PRO:PER	me
voyez	VER:pres	voir
plus	ADV	plus
.	SENT	.
Hé	INT	hé
quoi	PRO:REL	quoi
,	PUN	,
Seigneur	NAM	Seigneur
!	SENT	!
Hé	INT	hé
quoi	PRO	quoi
!	SENT	!
Cette	PRO:DEM	ce
magnificence	NOM	magnificence
Qui	NAM	Qui
va	VER:pres	aller
jusqu'	PRP	jusque
à	PRP	à
l'	DET:ART	le
Euphrate	NAM	Euphrate
étendre	VER:infi	étendre
sa	DET:POS	son
puissance	NOM	puissance
,	PUN	,
Tant	VER:pper	Tant
d'	PRP	de
honneurs	NOM	honneur
,	PUN	,
dont	PRO:REL	dont
l'	DET:ART	le
excès	NOM	excès
a	VER:pres	avoir
surpris	VER:pper	surprendre
le	DET:ART	le
Sénat	NAM	Sénat
,	PUN	,
Vous	NAM	Vous
laissent	VER:pres	laisser
-ils	PRO:PER	il
encor	ADV	encor
craindre	VER:infi	craindre
le	DET:ART	le
nom	NOM	nom
d'	PRP	de
ingrat	NOM	ingrat
?	SENT	?
Sur	PRP	sur
cent	NUM	cent
peuples	NOM	peuple
nouveaux	ADJ	nouveau
Bérénice	ADJ	Bérénice
commande	NOM	commande
.	SENT	.
Faibles	ADJ	faible
amusements	NOM	amusement
d'	PRP	de
une	DET:ART	un
douleur	NOM	douleur
si	ADV	si
grande	ADJ	grand
!	SENT	!
Je	PRO:PER	je
connais	VER:pres	connaître
