DÉCORATION	NOM	décoration
entre	PRP	entre
deux	NUM	deux
colonnes	NOM	colonne
,	PUN	,
elles	PRO:PER	elle
forment	VER:pres	former
une	DET:ART	un
juste	ADJ	juste
symétrie	NOM	symétrie
,	PUN	,
qui	PRO:REL	qui
ne	ADV	ne
saurait	VER:cond	savoir
être	VER:infi	être
que	KON	que
très	ADV	très
agréable	ADJ	agréable
à	PRP	à
la	DET:ART	le
vue	NOM	vue
.	SENT	.
Vers	PRP	vers
le	DET:ART	le
milieu	NOM	milieu
du	PRP:det	du
temple	NOM	temple
s'	PRO:PER	se
élève	VER:pres	élever
une	DET:ART	un
manière	NOM	manière
d'	PRP	de
arc	NOM	arc
triomphal	ADJ	triomphal
,	PUN	,
soutenu	VER:pper	soutenir
par	PRP	par
huit	NUM	huit
colonnes	NOM	colonne
d'	PRP	de
ordre	NOM	ordre
ionique	ADJ	ionique
,	PUN	,
avec	PRP	avec
une	DET:ART	un
espèce	NOM	espèce
d'	PRP	de
Attique	NAM	Attique
au-dessus	ADV	au-dessus
de	PRP	de
la	DET:ART	le
corniche	NOM	corniche
,	PUN	,
où	PRO:REL	où
le	DET:ART	le
Roi	NOM	roi
est	VER:pres	être
représenté	VER:pper	représenter
.	SENT	.
La	DET:ART	le
Victoire	NAM	Victoire
et	KON	et
la	DET:ART	le
Gloire	NOM	gloire
sont	VER:pres	être
à	PRP	à
ses	DET:POS	son
côtés	NOM	côté
,	PUN	,
dont	PRO:REL	dont
l'	DET:ART	le
une	NOM	un
lui	PRO:PER	lui
présente	VER:pres	présenter
une	DET:ART	un
couronne	NOM	couronne
,	PUN	,
et	KON	et
l'	DET:ART	le
autre	ADJ	autre
une	DET:ART	un
branche	NOM	branche
de	PRP	de
laurier	NOM	laurier
,	PUN	,
le	DET:ART	le
tout	NOM	tout
de	PRP	de
marbre	NOM	marbre
blanc	ADJ	blanc
.	SENT	.
On	PRO:PER	on
voit	VER:pres	voir
dans	PRP	dans
le	DET:ART	le
fond	NOM	fond
du	PRP:det	du
temple	NOM	temple
un	DET:ART	un
autel	NOM	autel
de	PRP	de
marbre	NOM	marbre
serpentin	ADJ	serpentin
.	SENT	.
Il	PRO:PER	il
est	VER:pres	être
armé	VER:pper	armer
de	PRP	de
colonnes	NOM	colonne
,	PUN	,
figures	NOM	figure
,	PUN	,
festons	NOM	feston
de	PRP	de
fleurs	NOM	fleur
et	KON	et
trophées	NOM	trophée
d'	PRP	de
armes	NOM	arme
.	SENT	.
Les	DET:ART	le
yeux	NOM	œil
se	PRO:PER	se
sont	VER:pres	être
à	PRP	à
peine	NOM	peine
arrêtés	VER:pper	arrêter
sur	PRP	sur
toutes	PRO:IND	tout
ces	PRO:DEM	ce
magnificences	NOM	magnificence
,	PUN	,
qu'	PRO:REL	que
on	PRO:PER	on
découvre	VER:pres	découvrir
Mars	NAM	Mars
dans	PRP	dans
un	DET:ART	un
char	NOM	char
orné	VER:pper	orner
de	PRP	de
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
peut	VER:pres	pouvoir
le	PRO:PER	le
faire	VER:infi	faire
connaître	VER:infi	connaître
pour	PRP	pour
le	DET:ART	le
Dieu	NOM	Dieu
qui	PRO:REL	qui
préside	VER:pres	présider
aux	PRP:det	au
combats	NOM	combat
.	SENT	.
Il	PRO:PER	il
paraît	VER:pres	paraître
au	PRP:det	au
plus	ADV	plus
haut	ADV	haut
des	PRP:det	du
nues	NOM	nue
,	PUN	,
et	KON	et
s'	PRO:PER	se
abaissant	VER:ppre	abaisser
vers	PRP	vers
le	DET:ART	le
temple	NOM	temple
,	PUN	,
il	PRO:PER	il
y	PRO:PER	y
voit	VER:pres	voir
arriver	VER:infi	arriver
la	DET:ART	le
Fortune	NOM	fortune
portée	VER:pper	porter
sur	PRP	sur
un	DET:ART	un
nuage	NOM	nuage
qu'	PRO:REL	que
elle	PRO:PER	elle
quitte	VER:pres	quitter
au	PRP:det	au
même	ADJ	même
temps	NOM	temps
que	PRO:REL	que
Mars	NAM	Mars
descend	VER:pres	descendre
de	PRP	de
son	DET:POS	son
char	NOM	char
.	SENT	.
Après	PRP	après
avoir	VER:infi	avoir
regardé	VER:pper	regarder
ce	PRO:DEM	ce
temple	NOM	temple
avec	PRP	avec
des	PRP:det	du
marques	NOM	marque
d'	PRP	de
indignation	NOM	indignation
et	KON	et
de	PRP	de
surprise	NOM	surprise
,	PUN	,
Ils	NAM	Ils
commentent	VER:pres	commenter
le	DET:ART	le
Prologue	NOM	prologue
ensemble	ADV	ensemble
.	SENT	.
Quoi	PRO	quoi
?	SENT	?
La	DET:ART	le
Fortune	NOM	fortune
sans	PRP	sans
bandeau	NOM	bandeau
?	SENT	?
Je	PRO:PER	je
viens	VER:pres	venir
de	PRP	de
l'	PRO:PER	la|le
arracher	VER:infi	arracher
moi	NOM	moi
-même	ADJ	même
,	PUN	,
Pour	NAM	Pour
voir	VER:infi	voir
l'	DET:ART	le
éclat	NOM	éclat
pompeux	ADJ	pompeux
de	PRP	de
ce	PRO:DEM	ce
temple	NOM	temple
nouveau	ADJ	nouveau
.	SENT	.
Mais	KON	mais
d'	PRP	de
où	PRO:REL	où
vient	VER:pres	venir
qu'	ADV	qu'
à	PRP	à
l'	DET:ART	le
aspect	NOM	aspect
d'	PRP	de
un	DET:ART	un
ouvrage	NOM	ouvrage
si	ADV	si
beau	ADJ	beau
,	PUN	,
Le	DET:ART	le
dieu	NOM	dieu
Mars	NAM	Mars
fait	VER:pres	faire
paraître	VER:infi	paraître
une	DET:ART	un
douleur	NOM	douleur
extrême	ADJ	extrême
?	SENT	?
Puis	ADV	puis
-je	PRO:PER	je
voir	VER:infi	voir
sans	PRP	sans
chagrin	NOM	chagrin
,	PUN	,
qu'	KON	que
un	DET:ART	un
mortel	NOM	mortel
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
,	PUN	,
Des	VER:simp	Des
honneurs	NOM	honneur
qu'	PRO:REL	que
on	PRO:PER	on
me	PRO:PER	me
doit	VER:pres	devoir
emporte	VER:pres	emporter
l'	DET:ART	le
avantage	NOM	avantage
?	SENT	?
Je	PRO:PER	je
sais	VER:pres	savoir
bien	ADV	bien
que	KON	que
LOUIS	NAM	Louis
est	VER:pres	être
un	DET:ART	un
Roi	NOM	roi
glorieux	ADJ	glorieux
,	PUN	,
En	NOM	En
qui	PRO:REL	qui
mille	NUM	mille
vertus	NOM	vertu
,	PUN	,
par	PRP	par
un	DET:ART	un
noble	ADJ	noble
assemblage	NOM	assemblage
,	PUN	,
Offrent	VER:simp	Offrent
à	PRP	à
révérer	VER:infi	révérer
le	DET:ART	le
plus	ADV	plus
parfait	ADJ	parfait
Ouvrage	NOM	ouvrage
Qui	NAM	Qui
jamais	ADV	jamais
ait	VER:subp	avoir
marqué	VER:pper	marquer
la	DET:ART	le
puissance	NOM	puissance
des	PRP:det	du
Dieux	NOM	Dieu
;	PUN	;
Mais	NAM	Mais
parce	KON	parce
qu'	PRO:REL	que
il	PRO:PER	il
se	PRO:PER	se
fait	VER:pres	faire
admirer	VER:infi	admirer
en	PRP	en
tous	PRO:IND	tout
lieux	NOM	lieu
,	PUN	,
A	PRP	à
-je	PRO:PER	je
mérité	VER:pper	mériter
qu'	KON	que
on	PRO:PER	on
m'	PRO:PER	me
outrage	VER:pres	outrager
?	SENT	?
Voyez	VER:pres	voir
ce	PRO:DEM	ce
que	PRO:REL	que
ce	PRO:DEM	ce
temple	NOM	temple
ajoute	VER:pres	ajouter
à	PRP	à
son	DET:POS	son
renom	NOM	renom
.	SENT	.
Voyez	VER:pres	voir
sur	PRP	sur
cent	NUM	cent
tableaux	NOM	tableau
avec	PRP	avec
quel	PRO:REL	quel
soin	NOM	soin
la	DET:ART	le
Gloire	NOM	gloire
A	PRP	à
tracé	NOM	tracé
la	DET:ART	le
brillante	ADJ	brillant
histoire	NOM	histoire
Des	VER:subi	Des
merveilleux	ADJ	merveilleux
exploits	NOM	exploit
qui	PRO:REL	qui
consacrent	VER:pres	consacrer
son	DET:POS	son
nom	NOM	nom
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
que	KON	que
les	DET:ART	le
plus	ADV	plus
grands	ADJ	grand
Courages	NAM	Courages
,	PUN	,
D'	NAM	D'
un	DET:ART	un
zèle	NOM	zèle
tout	ADV	tout
soumis	VER:pper	soumettre
écoutant	VER:ppre	écouter
la	DET:ART	le
chaleur	NOM	chaleur
,	PUN	,
Viennent	VER:pres	venir
par	PRP	par
d'	PRP	de
assidus	ADJ	assidu
hommages	NOM	hommage
Honorer	NAM	Honorer
la	DET:ART	le
Prudence	NAM	Prudence
unie	VER:pper	unir
à	PRP	à
la	DET:ART	le
Valeur	NOM	valeur
.	SENT	.
Cependant	ADV	cependant
mes	DET:POS	mon
autels	NOM	autel
,	PUN	,
où	PRO:REL	où
par	PRP	par
toute	PRO:IND	tout
la	DET:ART	le
terre	NOM	terre
L'	DET:ART	le
encens	NOM	encens
se	PRO:PER	se
prodiguait	VER:impf	prodiguer
pour	PRP	pour
les	DET:ART	le
moindres	ADJ	moindre
hasards	NOM	hasard
,	PUN	,
Sont	VER:futu	Sont
négligés	VER:pper	négliger
de	PRP	de
toutes	PRO:IND	tout
parts	NOM	part
.	SENT	.
On	PRO:PER	on
regarde	VER:pres	regarder
LOUIS	VER:pper	LOUIS
comme	ADV	comme
Dieu	NOM	Dieu
de	PRP	de
la	DET:ART	le
Guerre	NAM	Guerre
,	PUN	,
Et	VER:simp	Et
l'	DET:ART	le
on	PRO:PER	on
ne	ADV	ne
songe	VER:pres	songer
plus	ADV	plus
à	PRP	à
Mars	NAM	Mars
.	SENT	.
D'	PRP	de
un	DET:ART	un
si	ADV	si
honteux	ADJ	honteux
mépris	VER:pper	méprendre
c'	PRO:DEM	ce
est	VER:pres	être
trop	ADV	trop
souffrir	VER:infi	souffrir
l'	DET:ART	le
audace	NOM	audace
.	SENT	.
J'	PRO:PER	je
en	PRO:PER	en
punirai	VER:futu	punir
l'	DET:ART	le
injure	NOM	injure
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
temple	NOM	temple
détruit	VER:pres	détruire
Va	VER:pper	Va
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
entier	ADJ	entier
étaler	VER:infi	étaler
à	PRP	à
grand	ADJ	grand
bruit	NOM	bruit
Ce	NAM	Ce
que	PRO:REL	que
peut	VER:pres	pouvoir
faire	VER:infi	faire
un	DET:ART	un
Dieu	NOM	Dieu
qui	PRO:REL	qui
menace	VER:pres	menacer
.	SENT	.
Si	KON	si
LOUIS	NAM	Louis
des	PRP:det	du
Mortels	NAM	Mortels
vous	PRO:PER	vous
dérobe	VER:pres	dérober
les	DET:ART	le
voeux	NOM	vœu
,	PUN	,
N'	NAM	N'
ai	VER:pres	avoir
-je	PRO:PER	je
pas	ADV	pas
même	ADV	même
plainte	VER:pper	plaindre
à	PRP	à
faire	VER:infi	faire
?	SENT	?
Tout	PRO:IND	tout
le	DET:ART	le
monde	NOM	monde
à	PRP	à
l'	DET:ART	le
envi	ADV	envi
,	PUN	,
pour	PRP	pour
devenir	VER:infi	devenir
heureux	ADJ	heureux
,	PUN	,
N'	NAM	N'
aspirait	VER:impf	aspirer
toujours	ADV	toujours
qu'	KON	que
à	PRP	à
me	PRO:PER	me
plaire	VER:infi	plaire
;	PUN	;
Mais	VER:impf	Mais
depuis	PRP	depuis
que	KON	que
la	DET:ART	le
Gloire	NOM	gloire
a	VER:pres	avoir
par	PRP	par
tout	PRO:IND	tout
l'	DET:ART	le
univers	NOM	univers
De	ADJ	De
cet	PRO:DEM	ce
auguste	ADJ	auguste
Roi	NAM	Roi
fait	VER:pres	faire
briller	VER:infi	briller
le	DET:ART	le
mérite	NOM	mérite
,	PUN	,
Pour	NAM	Pour
le	PRO:PER	le
suivre	VER:infi	suivre
chacun	PRO:IND	chacun
me	PRO:PER	me
quitte	VER:pres	quitter
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
vois	VER:pres	voir
mes	DET:POS	mon
temples	NOM	temple
déserts	ADJ	désert
.	SENT	.
Cette	PRO:DEM	ce
foule	NOM	foule
qui	PRO:REL	qui
plaît	VER:pres	plaire
,	PUN	,
quand	KON	quand
même	ADV	même
elle	PRO:PER	elle
importune	VER:pres	importuner
,	PUN	,
Dédaignant	VER:ppre	dédaigner
mes	DET:POS	mon
faveurs	NOM	faveur
,	PUN	,
brigue	VER:pres	briguer
son	DET:POS	son
seul	ADJ	seul
appui	NOM	appui
.	SENT	.
Il	PRO:PER	il
me	PRO:PER	me
ravit	VER:pres	ravir
mes	DET:POS	mon
droits	NOM	droit
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
qu'	KON	que
en	PRP	en
lui	PRO:PER	lui
Qu'	NOM	Qu'
on	PRO:PER	on
songe	VER:pres	songer
à	PRP	à
chercher	VER:infi	chercher
la	DET:ART	le
Fortune	NOM	fortune
.	SENT	.
Jugez	VER:pres	juger
à	PRP	à
me	PRO:PER	me
voir	VER:infi	voir
sans	PRP	sans
honneurs	NOM	honneur
,	PUN	,
Jusqu'	NOM	Jusqu'
où	PRO:REL	où
va	VER:pres	aller
l'	DET:ART	le
ennui	NOM	ennui
qui	PRO:REL	qui
me	PRO:PER	me
presse	VER:pres	presser
,	PUN	,
Car	NAM	Car
c'	PRO:DEM	ce
est	VER:pres	être
en	PRP	en
vain	ADJ	vain
que	KON	que
le	DET:ART	le
nom	NOM	nom
de	PRP	de
déesse	NOM	déesse
Me	ABR	Me
fait	VER:pper	faire
attendre	VER:infi	attendre
encor	ADV	encor
quelques	PRO:IND	quelque
adorateurs	NOM	adorateur
.	SENT	.
De	PRP	de
quelque	PRO:IND	quelque
rang	NOM	rang
qu'	PRO:REL	que
on	PRO:PER	on
soit	VER:subp	être
,	PUN	,
les	DET:ART	le
biens	NOM	bien
seuls	ADJ	seul
qu'	PRO:REL	que
on	PRO:PER	on
dispense	VER:pres	dispenser
;	PUN	;
Nous	PRO:PER	nous
attirent	VER:pres	attirer
ces	PRO:DEM	ce
voeux	NOM	vœu
pressants	ADJ	pressant
Dont	VER:futu	Dont
nous	PRO:PER	nous
aimons	VER:pres	aimer
la	DET:ART	le
déférence	NOM	déférence
;	PUN	;
Et	VER:ppre	Et
les	DET:ART	le
Dieux	NOM	Dieu
qui	PRO:REL	qui
sont	VER:pres	être
sans	PRP	sans
puissance	NOM	puissance
,	PUN	,
Ne	NAM	Ne
reçoivent	VER:pres	recevoir
guère	ADV	guère
d'	PRP	de
encens	NOM	encens
.	SENT	.
Je	PRO:PER	je
vois	VER:pres	voir
venir	VER:infi	venir
l'	DET:ART	le
Amour	NAM	Amour
.	SENT	.
Qu'	KON	que
aura-t-il	NOM	aura-t-il
à	PRP	à
nous	PRO:PER	nous
dire	VER:infi	dire
?	SENT	?
La	DET:ART	le
renommée	NOM	renommée
arrive	VER:pres	arriver
aussi	ADV	aussi
;	PUN	;
Mais	NAM	Mais
lorsque	KON	lorsque
son	DET:POS	son
emploi	NOM	emploi
de	PRP	de
tous	PRO:IND	tout
côtés	NOM	côté
l'	PRO:PER	la|le
attire	VER:pres	attirer
,	PUN	,
D'	NOM	D'
où	PRO:REL	où
vient	VER:pres	venir
qu'	ADV	qu'
elle	PRO:PER	elle
s'	PRO:PER	se
arrête	VER:pres	arrêter
ici	ADV	ici
?	SENT	?
L'	DET:ART	le
Amour	NAM	Amour
et	KON	et
la	DET:ART	le
Renommée	NOM	renommée
paraissent	VER:pres	paraître
portés	VER:pper	porter
chacun	PRO:IND	chacun
sur	PRP	sur
un	DET:ART	un
nuage	NOM	nuage
.	SENT	.
N'	ADV	ne
en	PRO:PER	en
soyez	VER:subp	être
point	ADV	point
surpris	VER:pper	surprendre
;	PUN	;
le	DET:ART	le
pénible	ADJ	pénible
voyage	NOM	voyage
Où	ABR	Où
jusqu'	PRP	jusque
au	PRP:det	au
bout	NOM	bout
de	PRP	de
l'	DET:ART	le
univers	NOM	univers
,	PUN	,
Pour	NAM	Pour
vanter	VER:infi	vanter
ses	DET:POS	son
Vertus	NAM	Vertus
chez	PRP	chez
cent	NUM	cent
Peuples	NOM	peuple
divers	ADJ	divers
,	PUN	,
Le	DET:ART	le
Monarque	NAM	Monarque
des	PRP:det	du
Lis	NAM	Lis
de	PRP	de
jour	NOM	jour
en	PRP	en
jour	NOM	jour
m'	PRO:PER	me
engage	VER:pres	engager
,	PUN	,
M'	NAM	M'
a	VER:pres	avoir
déjà	ADV	déjà
tant	ADV	tant
de	PRP	de
fois	NOM	foi|fois
fait	VER:pres	faire
traverser	VER:infi	traverser
les	DET:ART	le
airs	NOM	air
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
faut	VER:pres	falloir
qu'	KON	que
en	PRP	en
m'	PRO:PER	me
arrêtant	VER:ppre	arrêter
enfin	ADV	enfin
je	PRO:PER	je
me	PRO:PER	me
soulage	VER:pres	soulager
.	SENT	.
Dans	PRP	dans
les	DET:ART	le
Siècles	NOM	siècle
passés	VER:pper	passer
j'	PRO:PER	je
ai	VER:pres	avoir
bien	ADV	bien
vu	VER:pper	voir
des	PRP:det	du
Héros	NOM	héro|héros
.	SENT	.
Alexandre	NAM	Alexandre
et	KON	et
César	NAM	César
m'	PRO:PER	me
ont	VER:pres	avoir
donné	VER:pper	donner
de	PRP	de
la	DET:ART	le
peine	NOM	peine
,	PUN	,
Mais	VER:impf	Mais
au	PRP:det	au
moins	ADV	moins
dans	PRP	dans
leur	DET:POS	leur
course	NOM	course
ils	PRO:PER	il
reprenaient	VER:impf	reprendre
haleine	NOM	haleine
,	PUN	,
Et	VER:subi	Et
me	PRO:PER	me
laissaient	VER:impf	laisser
quelque	PRO:IND	quelque
repos	NOM	repos
.	SENT	.
LOUIS	NOM	louis
n'	ADV	ne
en	PRO:PER	en
connaît	VER:pres	connaître
point	ADV	point
;	PUN	;
son	DET:POS	son
âme	NOM	âme
toujours	ADV	toujours
prête	ADJ	prêt
À	PRP	à
s'	PRO:PER	se
éprouver	VER:infi	éprouver
dans	PRP	dans
les	DET:ART	le
combats	NOM	combat
,	PUN	,
À	PRP	à
peine	NOM	peine
a	VER:pres	avoir
médité	VER:pper	méditer
la	DET:ART	le
plus	ADV	plus
haute	ADJ	haut
Conquête	NAM	Conquête
,	PUN	,
Qu'	NAM	Qu'
à	PRP	à
la	DET:ART	le
Victoire	NAM	Victoire
il	PRO:PER	il
fait	VER:pres	faire
suivre	VER:infi	suivre
ses	DET:POS	son
pas	NOM	pas
.	SENT	.
Chaque	PRO:IND	chaque
instant	NOM	instant
de	PRP	de
sa	DET:POS	son
vie	NOM	vie
est	VER:pres	être
un	DET:ART	un
nouveau	ADJ	nouveau
miracle	NOM	miracle
.	SENT	.
Vingt	NUM	vingt
princes	NOM	prince
dont	PRO:REL	dont
il	PRO:PER	il
fut	VER:simp	être
l'	DET:ART	le
appui	NOM	appui
,	PUN	,
Arment	VER:pres	armer
vainement	ADV	vainement
contre	PRP	contre
lui	PRO:PER	lui
.	SENT	.
À	PRP	à
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
entreprend	VER:pres	entreprendre
rien	ADV	rien
ne	ADV	ne
peut	VER:pres	pouvoir
mettre	VER:infi	mettre
obstacle	NOM	obstacle
;	PUN	;
Et	VER:simp	Et
ces	PRO:DEM	ce
jaloux	ADJ	jaloux
de	PRP	de
sa	DET:POS	son
grandeur	NOM	grandeur
,	PUN	,
Forcés	VER:pper	forcer
partout	ADV	partout
à	PRP	à
céder	VER:infi	céder
la	DET:ART	le
victoire	NOM	victoire
,	PUN	,
Ne	NAM	Ne
combattent	VER:pres	combattre
jamais	ADV	jamais
que	KON	que
pour	PRP	pour
lui	PRO:PER	lui
faire	VER:infi	faire
honneur	NOM	honneur
,	PUN	,
Et	VER:simp	Et
donner	VER:infi	donner
du	PRP:det	du
lustre	NOM	lustre
à	PRP	à
sa	DET:POS	son
gloire	NOM	gloire
.	SENT	.
Ainsi	KON	ainsi
pour	PRP	pour
m'	PRO:PER	me
acquitter	VER:infi	acquitter
de	PRP	de
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
lui	PRO:PER	lui
dois	VER:pres	devoir
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
beau	ADJ	beau
presser	VER:infi	presser
mon	DET:POS	mon
vol	NOM	vol
,	PUN	,
et	KON	et
me	PRO:PER	me
hâter	VER:infi	hâter
de	PRP	de
dire	VER:infi	dire
Ce	NAM	Ce
qu'	KON	que
avec	PRP	avec
moi	PRO:PER	moi
tout	ADV	tout
l'	DET:ART	le
Univers	NAM	Univers
admire	VER:pres	admirer
.	SENT	.
Mes	DET:POS	mon
cent	NUM	cent
bouches	NOM	bouche
pour	KON	pour
lui	PRO:PER	lui
s'	PRO:PER	se
ouvrent	VER:pres	ouvrer|ouvrir
tout	ADV	tout
à	PRP	à
la	DET:ART	le
fois	NOM	foi|fois
;	PUN	;
Et	VER:impf	Et
je	PRO:PER	je
n'	ADV	ne
y	PRO:PER	y
puis	ADV	puis
encor	ADV	encor
suffire	VER:infi	suffire
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
faut	VER:pres	falloir
ne	ADV	ne
rien	ADV	rien
dissimuler	VER:infi	dissimuler
,	PUN	,
La	DET:ART	le
plainte	NOM	plainte
me	PRO:PER	me
paraît	VER:pres	paraître
nouvelle	ADJ	nouveau
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
vous	PRO:PER	vous
,	PUN	,
qui	PRO:REL	qui
si	ADV	si
souvent	ADV	souvent
sur	PRP	sur
des	PRP:det	du
contes	NOM	conte
en	PRP	en
l'	DET:ART	le
air	NOM	air
Redites	NAM	Redites
mille	NUM	mille
fois	NOM	foi|fois
la	DET:ART	le
même	ADJ	même
bagatelle	NOM	bagatelle
,	PUN	,
Vous	NAM	Vous
vous	PRO:PER	vous
fâchez	VER:pres	fâcher
d'	PRP	de
avoir	VER:infi	avoir
à	PRP	à
trop	ADV	trop
parler	VER:infi	parler
?	SENT	?
Je	PRO:PER	je
prends	VER:pres	prendre
sans	PRP	sans
murmurer	VER:infi	murmurer
tout	PRO:IND	tout
l'	DET:ART	le
emploi	NOM	emploi
qu'	PRO:REL	que
on	PRO:PER	on
me	PRO:PER	me
donne	VER:pres	donner
;	PUN	;
Mais	VER:impf	Mais
enfin	ADV	enfin
j'	PRO:PER	je
ai	VER:pres	avoir
peine	NOM	peine
à	PRP	à
souffrir	VER:infi	souffrir
D'	NOM	D'
être	VER:infi	être
forcée	VER:pper	forcer
à	PRP	à
discourir	VER:infi	discourir
Toujours	NOM	Toujours
de	PRP	de
la	DET:ART	le
même	ADJ	même
Personne	NAM	Personne
.	SENT	.
Sur	PRP	sur
chaque	PRO:IND	chaque
nouveauté	NOM	nouveauté
,	PUN	,
comme	KON	comme
en	PRO:PER	en
tout	ADV	tout
elle	PRO:PER	elle
plaît	VER:pres	plaire
,	PUN	,
J'	NAM	J'
aime	VER:pres	aimer
à	PRP	à
dire	VER:infi	dire
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
pense	VER:pres	penser
;	PUN	;
Et	NOM	Et
si	KON	si
je	PRO:PER	je
ne	ADV	ne
prends	VER:pres	prendre
intérêt	NOM	intérêt
Qu'	ADJ	Qu'
à	PRP	à
